track	chrom	spearman_rho	spearman_p	pearson_r	pearson_p
gc	chr10_hap2	-0.6024632347633506	0.0	-0.5827710083334994	0.0
gc	chr11_hap2	-0.7000859759387595	0.0	-0.6928200159296622	0.0
gc	chr12_hap2	-0.7180969679229272	0.0	-0.7063667132474052	0.0
gc	chr13_hap2	-0.5884045275639483	0.0	-0.6231937103999401	0.0
gc	chr14_hap2	-0.6257967110609687	0.0	-0.5909371309636177	0.0
gc	chr15_hap2	-0.4803097798428492	0.0	-0.4668565765571775	0.0
gc	chr16_hap2	-0.6602704778857094	0.0	-0.6307497908956805	0.0
gc	chr17_hap2	-0.584311809578147	0.0	-0.5803715841001456	0.0
gc	chr18_hap2	-0.6203300061432415	0.0	-0.6016418773372949	0.0
gc	chr19_hap2	-0.6522838306355077	0.0	-0.5718167077851679	0.0
gc	chr1_hap2	-0.6656194056107074	0.0	-0.6428693474515516	0.0
gc	chr20_hap2	-0.6179271377927926	0.0	-0.5987393839833675	0.0
gc	chr21_hap2	-0.6860249127469435	0.0	-0.7153875413543411	0.0
gc	chr22_hap2	-0.40850480200409567	2.1724034403483997e-132	-0.39636001935916254	4.657143001005978e-124
gc	chr2_hap2	-0.5944816283841929	0.0	-0.5770648726101973	0.0
gc	chr3_hap2	-0.5939608869191516	0.0	-0.6126352696000532	0.0
gc	chr4_hap2	-0.5817824536587064	0.0	-0.5965550884664695	0.0
gc	chr5_hap2	-0.5952685181707269	0.0	-0.6001672119519664	0.0
gc	chr6_hap2	-0.6104591026761247	0.0	-0.5984606243564693	0.0
gc	chr7_hap2	-0.7196875840062442	0.0	-0.7081578501568924	0.0
gc	chr8_hap2	-0.642344560537447	0.0	-0.6237903054179672	0.0
gc	chr9_hap2	-0.6417590109008671	0.0	-0.651476512367768	0.0
gc	chrX_hap2	0.07854338551887856	1.6331556244778107e-21	0.07157672773190585	3.997393355921531e-18
