track	chrom	spearman_rho	spearman_p	pearson_r	pearson_p	delta	flip_recommended
coding_cov	chr10_hap1	-0.1945104904116456	8.00703146625329e-07	-0.18762899826642532	1.96132902871604e-06	-0.615535	True
coding_cov	chr11_hap1	-0.2571451339760152	4.767666649171611e-11	-0.26121698422851664	2.2948534784400394e-11	-0.61296	True
coding_cov	chr12_hap1	-0.2118722450175813	5.1832519156520234e-08	-0.23156501316024852	2.4529635169378437e-09	-0.48782999999999993	True
coding_cov	chr13_hap1	-0.3756001146451654	2.3148166596883887e-17	-0.2990959218801928	2.8445803096808763e-11	-0.540135	True
coding_cov	chr14_hap1	-0.3747368644558911	1.1034594624557136e-15	-0.37254971691704103	1.661619532156057e-15	-0.6511175	True
coding_cov	chr15_hap1	-0.3410906373068232	6.452946507164438e-12	-0.41006324723892484	5.257266150619627e-17	-0.71606	True
coding_cov	chr16_hap1	-0.3544954181866529	4.2385783575677354e-12	-0.43404661061666366	5.684233966943728e-18	-0.703785	True
coding_cov	chr17_hap1	-0.26984416343992695	9.921575319794081e-08	-0.37303924755942586	6.324778791492437e-14	-0.4025175	True
coding_cov	chr18_hap1	-0.4113019562845143	1.8660397852103792e-16	-0.38016368529604616	4.238373323198466e-14	-0.61052	True
coding_cov	chr19_hap1	-0.4037128139580145	8.258817457296508e-12	-0.4091865567410541	4.044894065614906e-12	-0.255715	True
coding_cov	chr1_hap1	-0.24385092837105654	3.4177299260468e-16	-0.25379410637728245	1.8746804026179786e-17	-0.49401000000000006	True
coding_cov	chr20_hap1	-0.2191482280532778	0.00016018093650292946	-0.18903436024245115	0.001171716863378401	-0.39076	True
coding_cov	chr21_hap1	-0.41174708054249487	4.312710689650848e-08	-0.26074042357196836	0.0007460017408944478	-0.68412	True
coding_cov	chr22_hap1	-0.4411566291041944	2.160885090665455e-09	-0.5201097328939628	4.998315059779149e-13	-0.72718	True
coding_cov	chr2_hap1	-0.29939571651186786	1.7967163163483984e-25	-0.28732689668553973	1.667322259775555e-23	-0.619075	True
coding_cov	chr3_hap1	-0.2710085969906718	8.628680928220344e-18	-0.29222914415440115	1.4958403890199372e-20	-0.6749425	True
coding_cov	chr4_hap1	-0.4528080359491504	2.640422547861124e-48	-0.404612863489515	5.055623707046858e-38	-0.640435	True
coding_cov	chr5_hap1	-0.34917492729413135	2.3939193274174485e-26	-0.3233411969686383	1.2727986164190272e-22	-0.61454	True
coding_cov	chr6_hap1	-0.31041662008348186	4.1419280034935356e-20	-0.27446401052035474	6.764386287002213e-16	-0.55736	True
coding_cov	chr7_hap1	-0.12133580982936272	0.0009269130615164368	-0.143262568464324	9.000628943705125e-05	-0.40110999999999997	True
coding_cov	chr8_hap1	-0.2688515509782188	5.060776518312461e-13	-0.26187384553156234	2.076373107358527e-12	-0.7355849999999999	True
coding_cov	chr9_hap1	-0.4089758608265964	3.1437756110054675e-23	-0.3908474846686836	3.4442053876036214e-21	-0.630665	True
coding_cov	chrX_hap1	0.05934812480682062	0.10887653261749927	0.003495467553621236	0.9248346657705824	0.09493	False
