chrom	start	end	name	eigval1	eigval2	eigval3
chr1_hap1	0	250382078	chr1_hap1	1624.5335477770564	-835.983522211133	783.4508532663178
chr2_hap1	0	242438398	chr2_hap1	1444.7354292852922	694.3820927900533	-582.9189380946351
chr3_hap1	0	200940782	chr3_hap1	1220.2231261418624	-678.793384183038	653.7538033520979
chr4_hap1	0	193253728	chr4_hap1	786.5608281434412	490.8443661224816	-449.5773798945474
chr5_hap1	0	186212366	chr5_hap1	928.690006134875	472.95152586476235	-387.894443929448
chr6_hap1	0	173051588	chr6_hap1	873.0646895167718	-621.981466574872	591.0703509639977
chr7_hap1	0	161716607	chr7_hap1	1022.9359579295982	525.2916260191381	-320.5542280792832
chr8_hap1	0	145465483	chr8_hap1	636.2148923305512	371.48479974470206	-313.31365329696604
chr9_hap1	0	135918162	chr9_hap1	647.5269700704861	420.2598615487819	-376.5763379826788
chr10_hap1	0	134385439	chr10_hap1	699.3702348667367	362.0857570513259	-267.2959332560888
chr11_hap1	0	133922055	chr11_hap1	871.9300379576836	539.7068964978768	-500.8722481220763
chr12_hap1	0	133376810	chr12_hap1	876.1106577683242	-494.7274149305222	367.0666974994465
chr13_hap1	0	107377685	chr13_hap1	444.8571562133827	-323.5682202965122	315.59927262058994
chr14_hap1	0	102710047	chr14_hap1	452.412605445524	246.6340262167137	-210.3700855930717
chr15_hap1	0	96346030	chr15_hap1	371.0664571690024	251.55166380200507	-220.26944159142786
chr16_hap1	0	96215701	chr16_hap1	472.1020230483063	-213.41212330022785	-193.8430411995486
chr17_hap1	0	86176721	chr17_hap1	562.4932046575291	284.77040081560887	-266.1679613624524
chr18_hap1	0	77553665	chr18_hap1	386.8606343053598	217.79081747923095	-209.9084029652937
chr19_hap1	0	69461520	chr19_hap1	384.3701741042413	199.4525462871721	190.29773412538503
chr20_hap1	0	66775821	chr20_hap1	302.1699456288637	228.2181935130812	-211.70886980695732
chr21_hap1	0	44404722	chr21_hap1	-192.7660095622183	189.3892364111613	108.60698985568277
chr22_hap1	0	47079544	chr22_hap1	159.18918645385804	-101.47065356108051	96.30226796544602
chrX_hap1	0	155153153	chrX_hap1	849.5292648723259	497.3154599306313	-435.1340778597701
