chrom	start	end	weight
chr1_hap1	0	200000	
chr1_hap1	200000	400000	0.0069952
chr1_hap1	400000	600000	0.00589814
chr1_hap1	600000	800000	0.0055338
chr1_hap1	800000	1000000	0.00563047
chr1_hap1	1000000	1200000	0.00609082
chr1_hap1	1200000	1400000	0.00490538
chr1_hap1	1400000	1600000	0.00489228
chr1_hap1	1600000	1800000	0.00507111
chr1_hap1	1800000	2000000	0.00549416
chr1_hap1	2000000	2200000	0.00716968
chr1_hap1	2200000	2400000	
chr1_hap1	2400000	2600000	0.00712073
chr1_hap1	2600000	2800000	0.00580024
chr1_hap1	2800000	3000000	0.00569006
chr1_hap1	3000000	3200000	0.00555557
chr1_hap1	3200000	3400000	0.00516415
chr1_hap1	3400000	3600000	0.00450234
chr1_hap1	3600000	3800000	0.00525163
chr1_hap1	3800000	4000000	0.00584479
chr1_hap1	4000000	4200000	0.00578506
chr1_hap1	4200000	4400000	0.00540191
chr1_hap1	4400000	4600000	0.00552018
chr1_hap1	4600000	4800000	0.00579284
chr1_hap1	4800000	5000000	0.00579036
chr1_hap1	5000000	5200000	0.00543059
chr1_hap1	5200000	5400000	0.00548669
chr1_hap1	5400000	5600000	0.00505603
chr1_hap1	5600000	5800000	0.00487052
chr1_hap1	5800000	6000000	0.00468987
chr1_hap1	6000000	6200000	0.00451034
chr1_hap1	6200000	6400000	0.00441348
chr1_hap1	6400000	6600000	0.00507483
chr1_hap1	6600000	6800000	0.00533268
chr1_hap1	6800000	7000000	0.00539476
chr1_hap1	7000000	7200000	0.00589272
chr1_hap1	7200000	7400000	0.00520474
chr1_hap1	7400000	7600000	0.00520349
chr1_hap1	7600000	7800000	0.00488038
chr1_hap1	7800000	8000000	0.00472998
chr1_hap1	8000000	8200000	0.00522049
chr1_hap1	8200000	8400000	0.00546666
chr1_hap1	8400000	8600000	0.00455928
chr1_hap1	8600000	8800000	0.00479257
chr1_hap1	8800000	9000000	0.00478856
chr1_hap1	9000000	9200000	0.00510282
chr1_hap1	9200000	9400000	0.00461087
chr1_hap1	9400000	9600000	0.00475652
chr1_hap1	9600000	9800000	0.00443756
chr1_hap1	9800000	10000000	0.00521002
chr1_hap1	10000000	10200000	0.00477858
chr1_hap1	10200000	10400000	0.00506528
chr1_hap1	10400000	10600000	0.00490653
chr1_hap1	10600000	10800000	0.00466087
chr1_hap1	10800000	11000000	0.00545975
chr1_hap1	11000000	11200000	0.00507985
chr1_hap1	11200000	11400000	0.00504094
chr1_hap1	11400000	11600000	0.00456801
chr1_hap1	11600000	11800000	0.00454048
chr1_hap1	11800000	12000000	0.00487854
chr1_hap1	12000000	12200000	0.00551364
chr1_hap1	12200000	12400000	0.0049749
chr1_hap1	12400000	12600000	0.00775086
chr1_hap1	12600000	12800000	
chr1_hap1	12800000	13000000	
chr1_hap1	13000000	13200000	0.00593489
chr1_hap1	13200000	13400000	0.00563583
chr1_hap1	13400000	13600000	0.00555872
chr1_hap1	13600000	13800000	0.00564905
chr1_hap1	13800000	14000000	0.00590243
