chrom	start	end	name	eigval1	eigval2	eigval3
chr1_hap2	0	243198671	chr1_hap2	1618.334959037923	-836.2264739532953	776.9558763774304
chr2_hap2	0	242142825	chr2_hap2	1444.000436399231	697.3529215287565	-583.6162399204519
chr3_hap2	0	202683022	chr3_hap2	1217.0409075130538	-687.886385948891	648.8365510156917
chr4_hap2	0	191171759	chr4_hap2	780.4997161178774	482.60418869935927	-423.7897911568008
chr5_hap2	0	182409348	chr5_hap2	933.5074983911646	486.2745217978529	-412.9571715528135
chr6_hap2	0	172871300	chr6_hap2	873.6022659265553	-622.2854813593827	592.4012769174216
chr7_hap2	0	161232845	chr7_hap2	1027.4616654262124	539.4963291835741	-322.1380778980038
chr8_hap2	0	145868755	chr8_hap2	634.9760595439395	373.1444511272597	-318.47634296618673
chr9_hap2	0	135032811	chr9_hap2	646.2409693713989	418.8017186172291	-373.92816827646334
chr10_hap2	0	135648429	chr10_hap2	697.964173424761	370.4214036993074	-273.172370715167
chr11_hap2	0	136138868	chr11_hap2	878.695619813817	532.5393349342661	-496.8792738601598
chr12_hap2	0	134127282	chr12_hap2	873.7856489242953	-490.3464992967355	365.8812570308592
chr13_hap2	0	112572639	chr13_hap2	444.944132731604	-324.65176713537716	316.0223733526198
chr14_hap2	0	101767573	chr14_hap2	454.5584872751965	253.3953327493607	-211.93025589607456
chr15_hap2	0	96851046	chr15_hap2	369.64396413826165	246.80783927993323	-218.4921308821461
chr16_hap2	0	87971686	chr16_hap2	470.4555016811532	-205.84882859788064	193.80496670453556
chr17_hap2	0	83829559	chr17_hap2	575.9648581225252	-275.01982633348496	260.98661145788776
chr18_hap2	0	80564282	chr18_hap2	386.174223016462	207.2689930299466	-197.6838385769863
chr19_hap2	0	61548830	chr19_hap2	384.7919545701777	207.7799880316181	167.11664474195123
chr20_hap2	0	65603693	chr20_hap2	302.5179727713793	227.94457449364546	-213.95059968041505
chr21_hap2	0	42759301	chr21_hap2	-192.3869441660026	189.3424259337573	108.29192383249242
chr22_hap2	0	48623973	chr22_hap2	123.39716253858649	-87.70387141306549	81.57512475439862
chrX_hap2	0	153704768	chrX_hap2	836.5474461882815	500.4063935580638	-439.0827066864158
