chrom	start	end	name	eigval1	eigval2	eigval3
chr1_hap1	0	250382078	chr1_hap1	-7119.000000000016	-2.715090571120451e-14	1.84541326611453e-14
chr2_hap1	0	242438398	chr2_hap1	-7688.000000000001	9.095378073404855e-13	-4.9107916016839506e-15
chr3_hap1	0	200940782	chr3_hap1	-6646.6554096717755	12.345600782804095	11.43978498422868
chr4_hap1	0	193253728	chr4_hap1	-6728.5659301142105	15.706420150778984	12.895585484484323
chr5_hap1	0	186212366	chr5_hap1	-6079.106410156766	20.97123776933408	14.878972167330964
chr6_hap1	0	173051588	chr6_hap1	-6624.061154516434	25.84008706901554	19.47902765770409
chr7_hap1	0	161716607	chr7_hap1	-6155.264807020809	15.478172349022987	11.678763736501523
chr8_hap1	0	145465483	chr8_hap1	-4939.498122011085	43.001029387689016	36.18045923435253
chr9_hap1	0	135918162	chr9_hap1	-6335.176885193696	109.51519416537931	82.56056760271872
chr10_hap1	0	134385439	chr10_hap1	-5366.5581204625705	17.690084762332496	11.53499294524521
chr11_hap1	0	133922055	chr11_hap1	-5303.746176556584	11.07004219788272	10.661426978203377
chr12_hap1	0	133376810	chr12_hap1	-4991.805133948901	19.627039649223892	17.165974785112784
chr13_hap1	0	107377685	chr13_hap1	-3724.3876856132924	69.41435839158933	51.369762561437824
chr14_hap1	0	102710047	chr14_hap1	-4147.019149122464	131.8890591737156	73.12200477115238
chr15_hap1	0	96346030	chr15_hap1	-3243.6644928273213	53.17926690490657	47.866759955592634
chr16_hap1	0	96215701	chr16_hap1	-3808.2828661746253	104.21940403147926	90.25825980695171
chr17_hap1	0	86176721	chr17_hap1	-3515.944630130634	77.00864779631232	67.72937357598823
chr18_hap1	0	77553665	chr18_hap1	-2362.721116440852	84.64998924707973	81.86975055279368
chr19_hap1	0	69461520	chr19_hap1	-3704.8179632051897	128.62850253827338	109.92100967601209
chr20_hap1	0	66775821	chr20_hap1	-2625.888651970165	207.70842797096333	124.67591108594868
chr21_hap1	0	44404722	chr21_hap1	-1845.6646874720059	184.2728566233449	179.18069719133186
chr22_hap1	0	47079544	chr22_hap1	-1925.2028639356497	160.06491674105285	147.33313380936966
chrX_hap1	0	155153153	chrX_hap1	-1026.4386855910132	161.66982518848312	150.40255762868
chr1_hap2	0	243198671	chr1_hap2	-7138.000000000001	-7.780767399881145e-14	5.800558913664843e-14
chr2_hap2	0	242142825	chr2_hap2	-7739.999999999993	-1.8194122744799242e-12	6.20531340418822e-15
chr3_hap2	0	202683022	chr3_hap2	-6708.6305529167885	19.23632199184854	12.004201228943565
chr4_hap2	0	191171759	chr4_hap2	-7012.47662112862	15.535150198494346	13.651736049763564
chr5_hap2	0	182409348	chr5_hap2	-6088.32655011267	12.457255861498565	10.367185766025687
chr6_hap2	0	172871300	chr6_hap2	-6466.165527839503	25.907638121922346	19.921630482179676
chr7_hap2	0	161232845	chr7_hap2	-6147.384771021636	15.974943800452213	11.781516070322356
chr8_hap2	0	145868755	chr8_hap2	-4985.407841241965	52.35994344019473	46.6168192354898
chr9_hap2	0	135032811	chr9_hap2	-6387.725065698526	32.23516909335929	28.745185889842915
chr10_hap2	0	135648429	chr10_hap2	-5848.406464581415	19.747139111361736	11.955542570596808
chr11_hap2	0	136138868	chr11_hap2	-5310.661974301801	14.169885099624661	12.83072865522878
chr12_hap2	0	134127282	chr12_hap2	-5391.785032535818	13.733089495064366	11.585122375376107
chr13_hap2	0	112572639	chr13_hap2	-3456.1814510522786	72.79632728318734	50.85571168112912
chr14_hap2	0	101767573	chr14_hap2	-4075.8800645804367	236.84426252097006	101.67484948369622
chr15_hap2	0	96851046	chr15_hap2	-3404.0521342636484	74.9821525630681	45.83099954920003
chr16_hap2	0	87971686	chr16_hap2	-4083.0222186797	103.6599732917725	87.68321556102896
chr17_hap2	0	83829559	chr17_hap2	-3430.3800124144773	67.8043331894292	45.177717772318815
chr18_hap2	0	80564282	chr18_hap2	-2419.006944241405	87.8830280150584	84.14728500607082
chr19_hap2	0	61548830	chr19_hap2	-3614.6590498425066	125.73421805505726	119.42063221208667
chr20_hap2	0	65603693	chr20_hap2	-2459.111261336202	117.40804503992499	88.78450187263772
chr21_hap2	0	42759301	chr21_hap2	-1525.2575866834502	255.4466072291373	-249.91215078298433
chr22_hap2	0	48623973	chr22_hap2	-2702.871566464817	402.7900587080596	221.56767600508766
chrX_hap2	0	153704768	chrX_hap2	-1817.519764797051	90.09282836633213	75.9490240514347
