chrom	start	end	weight	E1	E2	E3
chr1_hap2	0	200000	0.003673472710449437	0.2593802767151102	-0.7503366120059765	0.8746855882479063
chr1_hap2	200000	400000	0.00712426928427903	-0.9269192125689063	-0.46419904753058894	0.15410364582426275
chr1_hap2	400000	600000	0.005842057370865719	-0.8727870360270484	-0.42283318632508526	0.18178463833699565
chr1_hap2	600000	800000	0.0056601649901542005	-0.9602252153919714	-0.462720987269433	0.18244488619805255
chr1_hap2	800000	1000000	0.005673019600005969	-0.9090385443535202	-0.47181678720422227	0.15378584739407974
chr1_hap2	1000000	1200000	0.006129738320856384	-0.8436734493622932	-0.415301722684651	0.2062748796279435
chr1_hap2	1200000	1400000	0.004963473121286126	-0.9253637962762215	-0.4201564758903467	0.16995237177428466
chr1_hap2	1400000	1600000	0.0048743505313629375	-0.848027539756117	-0.4109469158212676	0.17506902593944274
chr1_hap2	1600000	1800000	0.0050834284212885605	-0.822898907842884	-0.4511614025695672	0.220968495370181
chr1_hap2	1800000	2000000	0.005477829672158129	-0.7751467384718006	-0.511901078285329	0.36012181119744097
chr1_hap2	2000000	2200000	0.0069054894098542876	-0.6102994480338927	-0.4861101112546997	0.43083089209899794
chr1_hap2	2200000	2400000				
chr1_hap2	2400000	2600000	0.007096749833289219	-0.49436504876339404	-0.5558205802727922	0.4492968444444501
chr1_hap2	2600000	2800000	0.005810471666773773	-0.6211095718502201	-0.46196854839067175	0.31336080484769585
chr1_hap2	2800000	3000000	0.005775927920449805	-0.6643050244648497	-0.47097039549382597	0.2773769892396587
chr1_hap2	3000000	3200000	0.005459162569608357	-0.6464435188814728	-0.5070695817659412	0.3498762281255052
chr1_hap2	3200000	3400000	0.005159788778659486	-0.7767239160352016	-0.4892777979797596	0.17053919503905607
chr1_hap2	3400000	3600000	0.004501099022625826	-0.5944254323565824	-0.44470693078251994	0.2373777304738249
chr1_hap2	3600000	3800000	0.005323827820927375	-0.5391791713700946	-0.4482826204936572	0.2064129149376975
chr1_hap2	3800000	4000000	0.005849054851566824	-0.46400368015266164	-0.5032319741190965	0.21116803065325995
chr1_hap2	4000000	4200000	0.005769955841484768	-0.48987328397666086	-0.5342933505308937	0.2201189350503933
chr1_hap2	4200000	4400000	0.005406218816633203	-0.4274515645426187	-0.5266427806501551	0.24374849114785188
chr1_hap2	4400000	4600000	0.00550806488154202	-0.4035859777635323	-0.4960282130217969	0.24944107257431095
chr1_hap2	4600000	4800000	0.005800999956707782	-0.415885918998714	-0.49108348728699974	0.15564797334459116
chr1_hap2	4800000	5000000	0.005774609068398846	-0.36061932386286377	-0.5044283302023047	0.16786044973882855
