chrom	start	end	name	eigval1	eigval2	eigval3
chr1_hap1	0	250382078	chr1_hap1	15564.29920172609	-10151.010511008753	9312.05570110013
chr2_hap1	0	242438398	chr2_hap1	13535.374590340994	-10611.379338419612	9155.749021013846
chr3_hap1	0	200940782	chr3_hap1	11795.571750133486	8309.582723275957	-8128.8397566502945
chr4_hap1	0	193253728	chr4_hap1	-12096.995224397846	9810.123245197441	6927.186470955621
chr5_hap1	0	186212366	chr5_hap1	-9977.632660571826	9266.485925340248	7903.9308196235215
chr6_hap1	0	173051588	chr6_hap1	8825.148700916612	-7744.194252368497	6989.015154093036
chr7_hap1	0	161716607	chr7_hap1	10031.107697467794	6047.815668940568	-5818.285966117018
chr8_hap1	0	145465483	chr8_hap1	6602.133906882376	-6243.899046825418	5367.444411908163
chr9_hap1	0	135918162	chr9_hap1	6581.611777731702	-5076.981988602177	4501.172449979421
chr10_hap1	0	134385439	chr10_hap1	6846.802506711777	5500.1431833194065	-5475.657508964305
chr11_hap1	0	133922055	chr11_hap1	8696.8326378851	6718.685755762575	-5604.174881491439
chr12_hap1	0	133376810	chr12_hap1	8543.551937903185	-6362.3259280562115	5849.546727806723
chr13_hap1	0	107377685	chr13_hap1	4912.573724598479	-4239.810179471975	3512.3214421612447
chr14_hap1	0	102710047	chr14_hap1	4765.155714707444	-3701.1226954801123	3627.076996410612
chr15_hap1	0	96346030	chr15_hap1	3918.8428353106883	3645.9833675699506	-3172.2276166012552
chr16_hap1	0	96215701	chr16_hap1	4893.693021172098	-3028.122354637092	-2946.199119956817
chr17_hap1	0	86176721	chr17_hap1	5680.694493781666	4038.134377576819	-3250.680822603992
chr18_hap1	0	77553665	chr18_hap1	4183.8010623410555	2902.6259688082873	-2831.0788668204495
chr19_hap1	0	69461520	chr19_hap1	3984.8390392925	2522.2326812155743	2271.370377139807
chr20_hap1	0	66775821	chr20_hap1	3353.624162335581	2635.592421217564	-2488.214027783574
chr21_hap1	0	44404722	chr21_hap1	2148.041981881815	-1913.7365821068834	1481.2430944553719
chr22_hap1	0	47079544	chr22_hap1	2131.3737922677547	-1461.2699342143421	1424.0338298578865
chrX_hap1	0	155153153	chrX_hap1	7527.3430593936155	-6163.902158026903	5729.565193006593
