chrom	start	end	weight
chr1_hap2	0	50000	
chr1_hap2	50000	100000	0.00200525
chr1_hap2	100000	150000	
chr1_hap2	150000	200000	
chr1_hap2	200000	250000	
chr1_hap2	250000	300000	0.0139969
chr1_hap2	300000	350000	0.0140373
chr1_hap2	350000	400000	0.0110316
chr1_hap2	400000	450000	0.0106197
chr1_hap2	450000	500000	0.00984434
chr1_hap2	500000	550000	0.0117157
chr1_hap2	550000	600000	0.0108266
chr1_hap2	600000	650000	0.0101879
chr1_hap2	650000	700000	0.010569
chr1_hap2	700000	750000	0.0108198
chr1_hap2	750000	800000	0.010207
chr1_hap2	800000	850000	0.00950665
chr1_hap2	850000	900000	0.0107984
chr1_hap2	900000	950000	0.0116537
chr1_hap2	950000	1000000	0.0106476
chr1_hap2	1000000	1050000	0.00925926
chr1_hap2	1050000	1100000	0.011962
chr1_hap2	1100000	1150000	0.0123631
chr1_hap2	1150000	1200000	0.0142307
chr1_hap2	1200000	1250000	0.00906864
chr1_hap2	1250000	1300000	0.0098964
chr1_hap2	1300000	1350000	0.00982491
chr1_hap2	1350000	1400000	0.00883162
chr1_hap2	1400000	1450000	0.0094542
chr1_hap2	1450000	1500000	0.00892479
chr1_hap2	1500000	1550000	0.00986438
chr1_hap2	1550000	1600000	0.00906001
chr1_hap2	1600000	1650000	0.0087873
chr1_hap2	1650000	1700000	0.00895164
chr1_hap2	1700000	1750000	0.00993454
chr1_hap2	1750000	1800000	0.0106749
chr1_hap2	1800000	1850000	0.00983116
chr1_hap2	1850000	1900000	0.00998343
chr1_hap2	1900000	1950000	0.0112468
chr1_hap2	1950000	2000000	0.0107775
chr1_hap2	2000000	2050000	0.0104742
chr1_hap2	2050000	2100000	0.0108816
chr1_hap2	2100000	2150000	
chr1_hap2	2150000	2200000	
chr1_hap2	2200000	2250000	
chr1_hap2	2250000	2300000	
chr1_hap2	2300000	2350000	
chr1_hap2	2350000	2400000	
chr1_hap2	2400000	2450000	
chr1_hap2	2450000	2500000	0.0136685
chr1_hap2	2500000	2550000	0.0136299
chr1_hap2	2550000	2600000	0.0128968
chr1_hap2	2600000	2650000	0.0114059
chr1_hap2	2650000	2700000	0.0114709
chr1_hap2	2700000	2750000	0.010152
chr1_hap2	2750000	2800000	0.00951812
chr1_hap2	2800000	2850000	0.0114424
chr1_hap2	2850000	2900000	0.00992865
chr1_hap2	2900000	2950000	0.0103514
chr1_hap2	2950000	3000000	0.00972642
chr1_hap2	3000000	3050000	0.00987577
chr1_hap2	3050000	3100000	0.00945696
chr1_hap2	3100000	3150000	0.0112492
chr1_hap2	3150000	3200000	0.010776
chr1_hap2	3200000	3250000	0.0115368
chr1_hap2	3250000	3300000	0.008979
chr1_hap2	3300000	3350000	0.0091446
chr1_hap2	3350000	3400000	0.00997251
chr1_hap2	3400000	3450000	0.00871151
chr1_hap2	3450000	3500000	0.00896722
chr1_hap2	3500000	3550000	0.00912117
chr1_hap2	3550000	3600000	0.00858664
chr1_hap2	3600000	3650000	0.00911009
