chrom	start	end	name	eigval1	eigval2	eigval3
chr1_hap2	0	243198671	chr1_hap2	807.3927916610058	-416.61644679977724	374.3147853427387
chr2_hap2	0	242142825	chr2_hap2	721.626177956536	338.61943568581216	-283.72730211472043
chr3_hap2	0	202683022	chr3_hap2	607.5882778305274	-340.8151288850517	318.50839110564806
chr4_hap2	0	191171759	chr4_hap2	385.3768652104729	230.32778097970333	-202.7369947988907
chr5_hap2	0	182409348	chr5_hap2	464.0173252900876	232.86976090667775	-198.99560453832137
chr6_hap2	0	172871300	chr6_hap2	433.56586817070206	-305.38322438082673	286.45936638308837
chr7_hap2	0	161232845	chr7_hap2	511.7789293206654	259.2409392827599	-155.04164540016262
chr8_hap2	0	145868755	chr8_hap2	314.58272223509584	177.40875220143357	-150.62408420000492
chr9_hap2	0	135032811	chr9_hap2	321.8128938388321	203.47598225128607	-183.80588690935832
chr10_hap2	0	135648429	chr10_hap2	347.2232113883865	176.21890323758612	-130.21950501969343
chr11_hap2	0	136138868	chr11_hap2	438.01216129489785	259.9261084478861	-244.68854752321246
chr12_hap2	0	134127282	chr12_hap2	434.7496090300832	-240.91828870159202	176.89276130579333
chr13_hap2	0	112572639	chr13_hap2	220.43989139296446	-158.63133598079767	151.81614736410893
chr14_hap2	0	101767573	chr14_hap2	225.22556870454193	120.78650324533888	-101.7110568884147
chr15_hap2	0	96851046	chr15_hap2	183.66138586573126	119.93765228528093	-106.88818992038874
chr16_hap2	0	87971686	chr16_hap2	235.61840461942384	-99.23965118956777	93.83823727862348
chr17_hap2	0	83829559	chr17_hap2	288.0779072645305	-136.23004345759136	127.42421038646361
chr18_hap2	0	80564282	chr18_hap2	192.28430285636662	98.64184839845848	-96.71720922164288
chr19_hap2	0	61548830	chr19_hap2	179.02395010808152	99.4401092988435	76.14611895564158
chr20_hap2	0	65603693	chr20_hap2	149.11375461437217	110.05035691669538	-105.05632915969254
chr21_hap2	0	42759301	chr21_hap2	-96.85978240550881	95.2353169013206	51.807151056987955
chr22_hap2	0	48623973	chr22_hap2	60.18837374456447	-43.014644747209864	38.8783381552216
chrX_hap2	0	153704768	chrX_hap2	417.1049469810897	246.8834916648516	-215.67460131583533
