chrom	start	end	name	eigval1	eigval2	eigval3
chr1_hap1	0	250382078	chr1_hap1	8150.39617486167	-4456.500985286331	4402.387681037144
chr2_hap1	0	242438398	chr2_hap1	7319.3367407411	3984.9027531994016	-3530.100974802742
chr3_hap1	0	200940782	chr3_hap1	6214.336880838371	-3612.8470002895624	3558.795933665458
chr4_hap1	0	193253728	chr4_hap1	4247.512052291666	3077.471276276651	-2908.11339927042
chr5_hap1	0	186212366	chr5_hap1	4844.507789822667	2933.7067233558246	-2626.0395383712853
chr6_hap1	0	173051588	chr6_hap1	4501.302425119495	-3418.9642453999236	3265.8351244136193
chr7_hap1	0	161716607	chr7_hap1	5158.169098648364	2886.3114722420905	2062.6032163650425
chr8_hap1	0	145465483	chr8_hap1	3344.7686507024864	2274.7454682322095	-2100.1701187752815
chr9_hap1	0	135918162	chr9_hap1	3372.1320566895374	2285.287668462714	-2009.8159657997112
chr10_hap1	0	134385439	chr10_hap1	3625.8591516474953	2242.7906849722367	1834.8456191961604
chr11_hap1	0	133922055	chr11_hap1	4449.225340624662	2955.196919448464	-2682.790275476918
chr12_hap1	0	133376810	chr12_hap1	4489.624581544566	-2753.832736877956	2252.448787759145
chr13_hap1	0	107377685	chr13_hap1	2392.781466508972	1809.590633751538	-1805.0993556712947
chr14_hap1	0	102710047	chr14_hap1	2403.2444172835344	1552.5237423025935	-1335.6836844398545
chr15_hap1	0	96346030	chr15_hap1	1946.2720577048585	1492.5596208191146	-1288.482595883821
chr16_hap1	0	96215701	chr16_hap1	2421.3201425463785	-1291.96833761926	-1222.7377699130654
chr17_hap1	0	86176721	chr17_hap1	2871.5259708338854	1690.6986228005271	-1490.1425484652116
chr18_hap1	0	77553665	chr18_hap1	2026.2649413746883	1301.0373066897844	-1188.9508201468175
chr19_hap1	0	69461520	chr19_hap1	1993.8137212135257	1151.0525298362306	1046.8449345511688
chr20_hap1	0	66775821	chr20_hap1	1601.9920842329411	1248.186997909275	-1155.8976979831873
chr21_hap1	0	44404722	chr21_hap1	1009.4494551624307	-973.7563358612903	651.9122141074498
chr22_hap1	0	47079544	chr22_hap1	974.4018069272959	-618.598748251394	605.1589937362235
chrX_hap1	0	155153153	chrX_hap1	4166.253194473175	2753.4664218776625	-2478.0960204860976
