chrom	start	end	name	eigval1	eigval2	eigval3
chr1_hap1	0	250382078	chr1_hap1	4058.3884948182463	-2129.0669758739987	2066.1168867138913
chr2_hap1	0	242438398	chr2_hap1	3619.3114744505897	1830.677833049673	-1559.496756513157
chr3_hap1	0	200940782	chr3_hap1	3061.2404960118984	-1731.6263950400785	1688.6348377463323
chr4_hap1	0	193253728	chr4_hap1	2033.4063780701865	1357.6289799385972	-1246.861648412974
chr5_hap1	0	186212366	chr5_hap1	2362.0192672527523	1295.5847826139682	-1103.2619556093575
chr6_hap1	0	173051588	chr6_hap1	2202.5244048508866	-1603.5758611466092	1533.357618941339
chr7_hap1	0	161716607	chr7_hap1	2563.329342249751	1363.0685788243397	-876.7778963231391
chr8_hap1	0	145465483	chr8_hap1	1622.005588001148	1015.7081148157374	-881.0922724790272
chr9_hap1	0	135918162	chr9_hap1	1644.947383560051	1101.9477711245943	-970.1502204101964
chr10_hap1	0	134385439	chr10_hap1	1772.5812947152801	1006.7252092672502	-758.6367406627687
chr11_hap1	0	133922055	chr11_hap1	2193.0755011762717	1399.16344805637	-1285.9966828869208
chr12_hap1	0	133376810	chr12_hap1	2206.681561140898	-1285.112446647013	995.2635371009321
chr13_hap1	0	107377685	chr13_hap1	1141.1820889939172	-841.2336933125879	835.749400745049
chr14_hap1	0	102710047	chr14_hap1	1155.0818301863533	684.9592812100349	-583.1089074839322
chr15_hap1	0	96346030	chr15_hap1	950.777199080267	677.3669218785634	-597.0078102272403
chr16_hap1	0	96215701	chr16_hap1	1190.6121457841439	-578.8589567833434	-533.2524736285008
chr17_hap1	0	86176721	chr17_hap1	1412.1728791460464	768.8337018674961	-691.8501223908439
chr18_hap1	0	77553665	chr18_hap1	982.6065618569314	582.0463092928874	-550.6366489626556
chr19_hap1	0	69461520	chr19_hap1	986.5847095293572	540.4945785265007	498.73442173953777
chr20_hap1	0	66775821	chr20_hap1	771.1699665387638	597.5409148311434	-545.8671614538821
chr21_hap1	0	44404722	chr21_hap1	-487.59450675842345	484.3878393282611	290.18930321999534
chr22_hap1	0	47079544	chr22_hap1	444.99752885289456	-278.05526120343177	267.32878812291654
chrX_hap1	0	155153153	chrX_hap1	2110.460851061854	1291.2236117942189	-1147.290347049293
