chrom	start	end	name	eigval1	eigval2	eigval3
chr1_hap2	0	243198671	chr1_hap2	4031.5386129917492	-2119.3822608855553	2032.8206446837098
chr2_hap2	0	242142825	chr2_hap2	3621.005211648081	1832.1703796794714	-1560.8238975402057
chr3_hap2	0	202683022	chr3_hap2	3053.449003206414	-1751.601029845152	1676.728863562819
chr4_hap2	0	191171759	chr4_hap2	2022.44896804633	1336.96240192803	-1195.1821595747674
chr5_hap2	0	182409348	chr5_hap2	2370.863593149645	1319.6978292362019	-1148.7676209915105
chr6_hap2	0	172871300	chr6_hap2	2202.7225139834773	-1599.4246824170232	1526.5172984722035
chr7_hap2	0	161232845	chr7_hap2	2579.326163416241	1416.6288782635097	-885.8023193043193
chr8_hap2	0	145868755	chr8_hap2	1620.5760733916482	1026.66133746914	-895.5691505385823
chr9_hap2	0	135032811	chr9_hap2	1639.1238752687166	1099.8509606204595	-966.9809240529188
chr10_hap2	0	135648429	chr10_hap2	1769.1732244027357	1032.2323322795592	-767.7152719660141
chr11_hap2	0	136138868	chr11_hap2	2204.987970798858	1376.8066298798904	-1274.5613883236595
chr12_hap2	0	134127282	chr12_hap2	2203.3512863359247	-1280.7153308977975	994.6299468398801
chr13_hap2	0	112572639	chr13_hap2	1146.9521543065807	-850.1430566789428	848.5027544573445
chr14_hap2	0	101767573	chr14_hap2	1159.7673666345456	702.2320356012306	-586.9601113758831
chr15_hap2	0	96851046	chr15_hap2	947.9628224712347	661.950424452723	-592.5744233344734
chr16_hap2	0	87971686	chr16_hap2	1188.4026067182263	-561.7429180786611	532.3071187394434
chr17_hap2	0	83829559	chr17_hap2	1443.5787576122104	-712.9791431174995	703.6085688221654
chr18_hap2	0	80564282	chr18_hap2	982.116635320916	558.082306702514	-528.9022064612498
chr19_hap2	0	61548830	chr19_hap2	982.2333076252717	551.914267786073	444.332198970076
chr20_hap2	0	65603693	chr20_hap2	774.9617474165598	589.7143076821673	-553.894947350372
chr21_hap2	0	42759301	chr21_hap2	-487.71086823074927	486.0569346274505	288.7355416020891
chr22_hap2	0	48623973	chr22_hap2	326.34597433605364	-238.3912971874609	226.01708127718902
chrX_hap2	0	153704768	chrX_hap2	2084.7771518653913	1298.4967422666823	-1157.1304389568793
