chrom	start	end	weight	E1	E2	E3
chr1_hap1	0	100000				
chr1_hap1	100000	200000				
chr1_hap1	200000	300000	0.011066964686053556	-0.9422635415864258	-0.4274814254130726	0.21495738539453496
chr1_hap1	300000	400000	0.008997846231791985	-0.986064991926389	-0.49412743957787	0.19207209799639188
chr1_hap1	400000	500000	0.007399885263479288	-0.8532800787867634	-0.5040433426047625	0.14449819497344768
chr1_hap1	500000	600000	0.0084987595049944	-0.8876689525156539	-0.4593615342011521	0.3076346733134697
chr1_hap1	600000	700000	0.0076537103169253325	-0.9452852212183976	-0.4951491065772845	0.17022695701613175
chr1_hap1	700000	800000	0.007208195669596075	-0.9340273783617472	-0.5092680892383101	0.26727645519556886
chr1_hap1	800000	900000	0.007509178441956469	-0.9725675539171793	-0.5302793282376597	0.13763552301672946
chr1_hap1	900000	1000000	0.00797027103733177	-0.8990137947773775	-0.5277882355216279	0.19934714886744567
chr1_hap1	1000000	1100000	0.007668943688756344	-0.8970635441948621	-0.4584664210734561	0.1939858210360294
chr1_hap1	1100000	1200000	0.009243013688499183	-0.8347801641386088	-0.4139635293274495	0.21036040210536727
chr1_hap1	1200000	1300000	0.006843784992011862	-0.9924889509116904	-0.468468265945861	0.1449261539805819
chr1_hap1	1300000	1400000	0.006668588758941613	-0.8976815105575714	-0.4315974954300865	0.15700063636633466
chr1_hap1	1400000	1500000	0.006637993471441619	-0.9005150862155396	-0.45948114435527093	0.1683545301550557
chr1_hap1	1500000	1600000	0.006888273034555378	-0.8326326016144032	-0.41394507656368706	0.21953745531529456
chr1_hap1	1600000	1700000	0.0064882024523556	-0.8051834431058946	-0.49685914749761817	0.2863701118463574
chr1_hap1	1700000	1800000	0.007460886548613099	-0.8596303002170899	-0.4894254130688433	0.2148078945441146
chr1_hap1	1800000	1900000	0.007317157311435142	-0.7648045247217946	-0.5441518288024069	0.38458641539225497
chr1_hap1	1900000	2000000	0.00786423344003267	-0.7868607301086723	-0.491194303517893	0.3775882809250255
chr1_hap1	2000000	2100000	0.007509619132751211	-0.7021989083181025	-0.5270627472534258	0.45429917659906954
chr1_hap1	2100000	2200000				
chr1_hap1	2200000	2300000				
chr1_hap1	2300000	2400000				
chr1_hap1	2400000	2500000	0.011205655117495604	-0.5230079975954557	-0.5668389022736517	0.4757681263454596
chr1_hap1	2500000	2600000	0.009640635917266807	-0.554253073230191	-0.5573498860220167	0.49384601908958614
chr1_hap1	2600000	2700000	0.008219333478965755	-0.5713067626995895	-0.5022958221464269	0.45528367460855523
chr1_hap1	2700000	2800000	0.007211439991273171	-0.6135000809881077	-0.5008058807122027	0.33691424969887557
chr1_hap1	2800000	2900000	0.00786907801904367	-0.6787732532162349	-0.5361011157884799	0.2885627245473427
chr1_hap1	2900000	3000000	0.007224148592776567	-0.5803055193416973	-0.48089128713773566	0.41037480654230046
chr1_hap1	3000000	3100000	0.006989356223399718	-0.5833955771770414	-0.5570470559415838	0.40283324794277986
chr1_hap1	3100000	3200000	0.00830478503262449	-0.7379973015906307	-0.5380363490741973	0.33809753466670606
chr1_hap1	3200000	3300000	0.0074668416078011056	-0.7848107585299295	-0.500065502692403	0.13817284865552942
chr1_hap1	3300000	3400000	0.006869393300775545	-0.7979328630423792	-0.511255928641116	0.22408888660252257
chr1_hap1	3400000	3500000	0.006308658467425812	-0.715525527096415	-0.4408616629519656	0.21467131732787767
chr1_hap1	3500000	3600000	0.0063204998346144915	-0.5280641164515254	-0.5133040689901615	0.2280418808382525
chr1_hap1	3600000	3700000	0.006754484500403373	-0.5437734674954101	-0.5009577143539825	0.18243222823086316
chr1_hap1	3700000	3800000	0.007530204747388414	-0.5144530529415493	-0.47254571426114056	0.2900792569891158
chr1_hap1	3800000	3900000	0.007372415747521728	-0.42090945949295444	-0.5169365052597845	0.31722904688903175
chr1_hap1	3900000	4000000	0.00807562690195249	-0.4666244487603403	-0.5702672317175614	0.23657145471101967
chr1_hap1	4000000	4100000	0.007720831698336807	-0.47835180098938557	-0.5355067867546286	0.27817041392216585
chr1_hap1	4100000	4200000	0.007789154866862231	-0.4637858902563195	-0.5977092661422095	0.23515099081288204
chr1_hap1	4200000	4300000	0.007278726119991877	-0.4164736346235968	-0.5971991200345059	0.2630312147423012
chr1_hap1	4300000	4400000	0.007438669921779295	-0.42113171270599975	-0.5325543863390145	0.292213823903764
chr1_hap1	4400000	4500000	0.007094685920089979	-0.4033092105445215	-0.5638876626004421	0.2989342638017144
chr1_hap1	4500000	4600000	0.007729978915442264	-0.3829579126809533	-0.5179992761970237	0.23417475030146384
chr1_hap1	4600000	4700000	0.007561656513716158	-0.40502213726178643	-0.5347495112943637	0.18080660383130664
chr1_hap1	4700000	4800000	0.00783495410956043	-0.39359178652731264	-0.5420553647369458	0.2455182866153937
chr1_hap1	4800000	4900000	0.007959623931814094	-0.35425219921624224	-0.5221805753584388	0.23361874638924132
chr1_hap1	4900000	5000000	0.007455955162973408	-0.3563363066998921	-0.5884161798832932	0.1633959419639484
chr1_hap1	5000000	5100000	0.007240929971661641	-0.4210386233638357	-0.5316155498639822	0.27414802563699486
chr1_hap1	5100000	5200000	0.007384138655130121	-0.3650299169376149	-0.5244739053258436	0.351742166370976
chr1_hap1	5200000	5300000	0.007254909531198391	-0.41252130137941107	-0.5070365916964233	0.19387637850730222
chr1_hap1	5300000	5400000	0.00740540549628774	-0.47099696040450556	-0.4404394725905722	0.061726145235518004
chr1_hap1	5400000	5500000	0.007034572377307272	-0.5294806291379597	-0.4536091748814176	0.11087809241026648
chr1_hap1	5500000	5600000	0.006709893408538539	-0.5353030109505645	-0.5009736755468925	0.19682806990681878
chr1_hap1	5600000	5700000	0.006868013027738398	-0.596358053379591	-0.46249390215945385	0.056606978864186586
chr1_hap1	5700000	5800000	0.006720690986097581	-0.7471195848699197	-0.48348843039433836	-0.044528451818369334
chr1_hap1	5800000	5900000	0.006257322197961159	-0.783940304112619	-0.4498636522289528	0.02743177571628588
chr1_hap1	5900000	6000000	0.006717621764742059	-0.7843728554137276	-0.45920886760717117	-0.020427299353313635
chr1_hap1	6000000	6100000	0.006109675351645546	-0.7633012602157951	-0.47652247853005003	-0.09408066835149044
chr1_hap1	6100000	6200000	0.006450747036541139	-0.7820940644976665	-0.4469485578614729	-0.1316940754805503
chr1_hap1	6200000	6300000	0.006007148841229432	-0.7904505348881645	-0.5067272263693412	-0.10758323897848245
chr1_hap1	6300000	6400000	0.006387567179963748	-0.6842952377111565	-0.4959825614682639	-0.012810063982930392
chr1_hap1	6400000	6500000	0.006580113447140605	-0.6488358580793856	-0.5474616550115109	-0.11851125976651124
chr1_hap1	6500000	6600000	0.007281107503164295	-0.7056467145558817	-0.4860576172691822	-0.2232891761446467
chr1_hap1	6600000	6700000	0.006964236663052302	-0.6123542467525278	-0.5508665812462434	-0.07602008035067612
chr1_hap1	6700000	6800000	0.007332058972938428	-0.5418494783797724	-0.5586674274622623	-0.07987888185027266
chr1_hap1	6800000	6900000	0.007375175798954332	-0.49251000733380845	-0.5187811249492235	-0.015919762880228457
chr1_hap1	6900000	7000000	0.007015193666852299	-0.5382963168156283	-0.5360188318439734	0.011280403724744216
chr1_hap1	7000000	7100000	0.007869346777780997	-0.5383162819140732	-0.5027890242336751	-0.09564410922512012
chr1_hap1	7100000	7200000	0.00782301179206152	-0.49625680565714986	-0.530711125639721	-0.09883263575069677
chr1_hap1	7200000	7300000	0.00721053853687168	-0.5303811148791843	-0.553206108214871	-0.06877081819238011
chr1_hap1	7300000	7400000	0.006930433193691161	-0.5608123442908322	-0.5295142425214656	-0.0967632019516368
chr1_hap1	7400000	7500000	0.007634022581146457	-0.6145231750437681	-0.5540453301506406	-0.15881728828115982
chr1_hap1	7500000	7600000	0.006765042847688553	-0.5681966751703886	-0.573276378233987	-0.11511561981265031
chr1_hap1	7600000	7700000	0.006407971491609283	-0.4400261704634856	-0.5676646251786449	-0.012466367155349968
chr1_hap1	7700000	7800000	0.006593014969240607	-0.5406936514468778	-0.5611059038494528	-0.19728967878031847
chr1_hap1	7800000	7900000	0.006425983897912241	-0.6099628806793338	-0.5277056393897203	-0.22598680793532283
chr1_hap1	7900000	8000000	0.006172628944294432	-0.5479424625265293	-0.5778613469649906	-0.087553841541136
chr1_hap1	8000000	8100000	0.006900666540984892	-0.5007879333562539	-0.5723697782072865	-0.05014045109439231
chr1_hap1	8100000	8200000	0.007445440358954058	-0.6398797709316358	-0.5812635924803395	-0.10984990965457025
chr1_hap1	8200000	8300000	0.007584833417939702	-0.6052379336672181	-0.5516765903159343	-0.2563221033158742
chr1_hap1	8300000	8400000	0.007174580117317567	-0.6835673614783381	-0.4983674550136635	-0.22757386118664447
chr1_hap1	8400000	8500000	0.006699875458027613	-0.6034756024674124	-0.5625010725723945	-0.165219432737485
chr1_hap1	8500000	8600000	0.005788038726331977	-0.5576984748066929	-0.6019303653864192	-0.07904374284544967
chr1_hap1	8600000	8700000	0.006446994381641735	-0.636605451973519	-0.5575769003267137	-0.17572917614603972
chr1_hap1	8700000	8800000	0.006736206857132009	-0.6473632994359689	-0.5749745940083796	-0.12515129076411174
chr1_hap1	8800000	8900000	0.006400724483385967	-0.7118652698371245	-0.6491113908696388	-0.06371729863066106
chr1_hap1	8900000	9000000	0.006377725628873334	-0.6531380352627765	-0.5205357084876727	-0.006989260459104508
chr1_hap1	9000000	9100000	0.007035106294115529	-0.6242678526412406	-0.49537719855104795	-0.15431237895890376
chr1_hap1	9100000	9200000	0.006719994163740367	-0.6449719516391348	-0.6211020537298425	-0.057251411793086945
chr1_hap1	9200000	9300000	0.006747733919161005	-0.6676196072065301	-0.5572478337959683	-0.06962924254197861
