chrom	start	end	name	eigval1	eigval2	eigval3
chr1_hap1	0	250382078	chr1_hap1	669.3367714508069	-668.152549881244	-663.2182805180483
chr2_hap1	0	242438398	chr2_hap1	577.5691756803137	-575.1720304313184	569.9598032873815
chr3_hap1	0	200940782	chr3_hap1	-508.33012481212825	506.25628756585587	494.41815634324087
chr4_hap1	0	193253728	chr4_hap1	-541.4356467576691	536.7665403725362	-531.7084166884599
chr5_hap1	0	186212366	chr5_hap1	514.9370181975801	-514.4661675718921	508.52355665948096
chr6_hap1	0	173051588	chr6_hap1	430.4870687780116	423.62374541766854	-416.2542838877415
chr7_hap1	0	161716607	chr7_hap1	-445.9613328620584	440.3317593992631	419.2889391473319
chr8_hap1	0	145465483	chr8_hap1	395.9293322573247	-395.0325359756881	-389.613042520796
chr9_hap1	0	135918162	chr9_hap1	407.360194976061	-399.45242821695206	391.3135416139702
chr10_hap1	0	134385439	chr10_hap1	-381.2165149117325	-376.5542337264462	375.13550080328025
chr11_hap1	0	133922055	chr11_hap1	373.3149019571649	361.98186829135227	-361.86216109738217
chr12_hap1	0	133376810	chr12_hap1	389.32911411945315	-372.32693714857993	371.7906913423654
chr13_hap1	0	107377685	chr13_hap1	371.1140455439863	-359.17459556382124	320.57372307164246
chr14_hap1	0	102710047	chr14_hap1	342.98531291406204	-341.48532849098024	338.420525280519
chr15_hap1	0	96346030	chr15_hap1	-333.21310278769386	326.83343923405573	300.3162315517632
chr16_hap1	0	96215701	chr16_hap1	380.644966408883	-353.6399089297138	345.81588940312736
chr17_hap1	0	86176721	chr17_hap1	280.3579229663882	277.1230354305993	-272.39986873511566
chr18_hap1	0	77553665	chr18_hap1	-252.48303510855317	242.64592031190475	-227.56491328748263
chr19_hap1	0	69461520	chr19_hap1	180.32947271968763	-162.50277809538838	154.74009255080315
chr20_hap1	0	66775821	chr20_hap1	231.4357449629489	-227.24867810649752	-223.1748567091981
chr21_hap1	0	44404722	chr21_hap1	188.9739349418983	-176.3575504279286	-167.5102605127891
chr22_hap1	0	47079544	chr22_hap1	183.2162532920583	-181.28248833006182	177.00325643855766
chrX_hap1	0	155153153	chrX_hap1	612.8271410944367	-604.5819363661682	-580.623833632549
chr1_hap2	0	243198671	chr1_hap2	645.9854196641768	-635.4833577016102	631.6214862508317
chr2_hap2	0	242142825	chr2_hap2	-597.146932790627	594.6830020668173	-591.3908463756921
chr3_hap2	0	202683022	chr3_hap2	493.95263054528596	-488.56067509844524	-486.61710186504837
chr4_hap2	0	191171759	chr4_hap2	526.9349204940597	-522.5978411894389	519.337336022019
chr5_hap2	0	182409348	chr5_hap2	500.1725081770005	-495.1593701740651	-491.30646381810396
chr6_hap2	0	172871300	chr6_hap2	449.80464651262923	435.7766034147485	430.530890804536
chr7_hap2	0	161232845	chr7_hap2	-432.884688515016	421.09814426159824	-419.6694059372921
chr8_hap2	0	145868755	chr8_hap2	-422.4614420492855	410.22480969655305	-408.84670871205276
chr9_hap2	0	135032811	chr9_hap2	415.4649363631371	-406.06929968931274	396.4046414953687
chr10_hap2	0	135648429	chr10_hap2	-383.2062798576993	382.1865357327153	376.6062027135337
chr11_hap2	0	136138868	chr11_hap2	364.3664243970565	358.5491188206212	-357.4684459127761
chr12_hap2	0	134127282	chr12_hap2	384.3722980050819	-384.365231329934	-368.3996066482436
chr13_hap2	0	112572639	chr13_hap2	-353.98964149186577	353.50869763434173	-345.15663564853133
chr14_hap2	0	101767573	chr14_hap2	-369.87054898101417	363.02287147118324	-327.6085802259767
chr15_hap2	0	96851046	chr15_hap2	311.8877154272391	-311.0047285443661	298.79862436018817
chr16_hap2	0	87971686	chr16_hap2	285.70305081129055	-282.77836879218745	-273.23039112017585
chr17_hap2	0	83829559	chr17_hap2	-318.9745442085441	308.9395629501705	-258.07232706948116
chr18_hap2	0	80564282	chr18_hap2	-264.07248170656806	263.7490229944335	251.64331683478648
chr19_hap2	0	61548830	chr19_hap2	188.0045605868764	-160.1842458333549	-154.64753814541916
chr20_hap2	0	65603693	chr20_hap2	-221.35933580187114	221.16183877555855	213.7744855832656
chr21_hap2	0	42759301	chr21_hap2	-142.88057111845174	141.38252937543882	-138.00422645665418
chr22_hap2	0	48623973	chr22_hap2	180.6359557244395	-162.52342007993803	160.32203447970193
chrX_hap2	0	153704768	chrX_hap2	571.7575140851042	-569.8098166435203	-559.3496253309797
