chrom	start	end	weight
chr1_hap2	0	100000	0.00244552
chr1_hap2	100000	200000	
chr1_hap2	200000	300000	0.0118
chr1_hap2	300000	400000	0.00888179
chr1_hap2	400000	500000	0.00739133
chr1_hap2	500000	600000	0.00837173
chr1_hap2	600000	700000	0.00765203
chr1_hap2	700000	800000	0.0075625
chr1_hap2	800000	900000	0.00741618
chr1_hap2	900000	1000000	0.00820306
chr1_hap2	1000000	1100000	0.00758035
chr1_hap2	1100000	1200000	0.00957304
chr1_hap2	1200000	1300000	0.00690475
chr1_hap2	1300000	1400000	0.00679528
chr1_hap2	1400000	1500000	0.00665381
chr1_hap2	1500000	1600000	0.00683353
chr1_hap2	1600000	1700000	0.00646594
chr1_hap2	1700000	1800000	0.00755062
chr1_hap2	1800000	1900000	0.00722133
chr1_hap2	1900000	2000000	0.00794912
chr1_hap2	2000000	2100000	0.00739835
chr1_hap2	2100000	2200000	
chr1_hap2	2200000	2300000	
chr1_hap2	2300000	2400000	
chr1_hap2	2400000	2500000	0.0112197
chr1_hap2	2500000	2600000	0.00962767
chr1_hap2	2600000	2700000	0.0083029
chr1_hap2	2700000	2800000	0.0071963
chr1_hap2	2800000	2900000	0.00789419
chr1_hap2	2900000	3000000	0.00740055
chr1_hap2	3000000	3100000	0.0069755
chr1_hap2	3100000	3200000	0.0080742
chr1_hap2	3200000	3300000	0.00749726
chr1_hap2	3300000	3400000	0.0068896
chr1_hap2	3400000	3500000	0.00632386
chr1_hap2	3500000	3600000	0.00632949
chr1_hap2	3600000	3700000	0.00680869
chr1_hap2	3700000	3800000	0.00770324
chr1_hap2	3800000	3900000	0.00736496
chr1_hap2	3900000	4000000	0.00812122
chr1_hap2	4000000	4100000	0.00767273
chr1_hap2	4100000	4200000	0.00782938
chr1_hap2	4200000	4300000	0.00730788
chr1_hap2	4300000	4400000	0.00742347
chr1_hap2	4400000	4500000	0.00708464
chr1_hap2	4500000	4600000	0.00771216
chr1_hap2	4600000	4700000	0.00758395
chr1_hap2	4700000	4800000	0.00784316
chr1_hap2	4800000	4900000	0.00796075
chr1_hap2	4900000	5000000	0.00744271
chr1_hap2	5000000	5100000	0.00727052
chr1_hap2	5100000	5200000	0.00740096
chr1_hap2	5200000	5300000	0.00727345
chr1_hap2	5300000	5400000	0.00739406
chr1_hap2	5400000	5500000	0.00705164
chr1_hap2	5500000	5600000	0.00670351
chr1_hap2	5600000	5700000	0.00697409
chr1_hap2	5700000	5800000	0.00671045
chr1_hap2	5800000	5900000	0.00629196
chr1_hap2	5900000	6000000	0.00667577
chr1_hap2	6000000	6100000	0.00612551
chr1_hap2	6100000	6200000	0.00648734
chr1_hap2	6200000	6300000	0.00601156
chr1_hap2	6300000	6400000	0.00641248
chr1_hap2	6400000	6500000	0.00654982
chr1_hap2	6500000	6600000	0.00734541
chr1_hap2	6600000	6700000	0.00693128
chr1_hap2	6700000	6800000	0.00737182
