chrom	start	end	name	eigval1	eigval2	eigval3
chr1_hap2	0	243198671	chr1_hap2	807.392791661006	-416.6164467997774	374.3147853427386
chr2_hap2	0	242142825	chr2_hap2	721.6261779565363	338.6194356858114	-283.72730211472
chr3_hap2	0	202683022	chr3_hap2	607.5882778305273	-340.81512888505137	318.5083911056478
chr4_hap2	0	191171759	chr4_hap2	385.3768652104728	230.3277809797035	-202.7369947988906
chr5_hap2	0	182409348	chr5_hap2	464.0173252900876	232.8697609066778	-198.99560453832137
chr6_hap2	0	172871300	chr6_hap2	433.5658681707021	-305.3832243808265	286.4593663830881
chr7_hap2	0	161232845	chr7_hap2	511.77892932066544	259.2409392827604	-155.04164540016268
chr8_hap2	0	145868755	chr8_hap2	314.58272223509573	177.40875220143351	-150.62408420000472
chr9_hap2	0	135032811	chr9_hap2	321.8128938388321	203.47598225128593	-183.8058869093582
chr10_hap2	0	135648429	chr10_hap2	347.2232113883865	176.2189032375861	-130.21950501969326
chr11_hap2	0	136138868	chr11_hap2	438.0121612948979	259.9261084478863	-244.68854752321243
chr12_hap2	0	134127282	chr12_hap2	434.7496090300829	-240.91828870159185	176.89276130579324
chr13_hap2	0	112572639	chr13_hap2	220.43989139296448	-158.63133598079787	151.81614736410887
chr14_hap2	0	101767573	chr14_hap2	225.22556870454184	120.78650324533885	-101.7110568884146
chr15_hap2	0	96851046	chr15_hap2	183.66138586573126	119.93765228528082	-106.88818992038873
chr16_hap2	0	87971686	chr16_hap2	235.61840461942384	-99.23965118956748	93.83823727862327
chr17_hap2	0	83829559	chr17_hap2	288.07790726453044	-136.23004345759108	127.42421038646356
chr18_hap2	0	80564282	chr18_hap2	192.28430285636654	98.64184839845849	-96.71720922164279
chr19_hap2	0	61548830	chr19_hap2	179.02395010808132	99.4401092988434	76.14611895564155
chr20_hap2	0	65603693	chr20_hap2	149.11375461437223	110.0503569166954	-105.05632915969247
chr21_hap2	0	42759301	chr21_hap2	-96.85978240550895	95.23531690132073	51.807151056987955
chr22_hap2	0	48623973	chr22_hap2	60.188373744564544	-43.01464474720991	38.87833815522165
chrX_hap2	0	153704768	chrX_hap2	417.1049469810898	246.88349166485165	-215.67460131583545
