chrom	start	end	weight
chr1_hap1	0	100000	0.185588
chr1_hap1	100000	200000	0.700243
chr1_hap1	200000	300000	0.0809925
chr1_hap1	300000	400000	0.108788
chr1_hap1	400000	500000	0.0709594
chr1_hap1	500000	600000	0.0746385
chr1_hap1	600000	700000	0.0491185
chr1_hap1	700000	800000	0.067649
chr1_hap1	800000	900000	0.0541268
chr1_hap1	900000	1000000	0.0602561
chr1_hap1	1000000	1100000	0.14524
chr1_hap1	1100000	1200000	0.0516462
chr1_hap1	1200000	1300000	0.0963015
chr1_hap1	1300000	1400000	0.0587965
chr1_hap1	1400000	1500000	1.33151
chr1_hap1	1500000	1600000	0.482671
chr1_hap1	1600000	1700000	
chr1_hap1	1700000	1800000	0.315136
chr1_hap1	1800000	1900000	0.089108
chr1_hap1	1900000	2000000	0.343931
chr1_hap1	2000000	2100000	
chr1_hap1	2100000	2200000	
chr1_hap1	2200000	2300000	
chr1_hap1	2300000	2400000	
chr1_hap1	2400000	2500000	1.04925
chr1_hap1	2500000	2600000	0.0844958
chr1_hap1	2600000	2700000	0.103454
chr1_hap1	2700000	2800000	0.0754447
chr1_hap1	2800000	2900000	0.0615232
chr1_hap1	2900000	3000000	0.0538494
chr1_hap1	3000000	3100000	0.0690351
chr1_hap1	3100000	3200000	0.124896
chr1_hap1	3200000	3300000	0.409695
chr1_hap1	3300000	3400000	
chr1_hap1	3400000	3500000	0.0532948
chr1_hap1	3500000	3600000	0.0473143
chr1_hap1	3600000	3700000	0.0400531
chr1_hap1	3700000	3800000	0.0588302
chr1_hap1	3800000	3900000	0.0940284
chr1_hap1	3900000	4000000	0.0761246
chr1_hap1	4000000	4100000	0.0655449
chr1_hap1	4100000	4200000	0.0689736
chr1_hap1	4200000	4300000	0.0482947
chr1_hap1	4300000	4400000	0.216582
chr1_hap1	4400000	4500000	0.0753836
chr1_hap1	4500000	4600000	0.132366
chr1_hap1	4600000	4700000	0.0714725
chr1_hap1	4700000	4800000	0.0859777
chr1_hap1	4800000	4900000	0.0927004
chr1_hap1	4900000	5000000	0.0419578
chr1_hap1	5000000	5100000	0.100226
chr1_hap1	5100000	5200000	0.140077
chr1_hap1	5200000	5300000	0.075344
chr1_hap1	5300000	5400000	0.0636958
chr1_hap1	5400000	5500000	0.0776954
chr1_hap1	5500000	5600000	0.155279
chr1_hap1	5600000	5700000	0.16181
chr1_hap1	5700000	5800000	0.0934466
chr1_hap1	5800000	5900000	0.435795
chr1_hap1	5900000	6000000	0.102096
chr1_hap1	6000000	6100000	0.0544734
chr1_hap1	6100000	6200000	0.130743
chr1_hap1	6200000	6300000	
chr1_hap1	6300000	6400000	1.34884
chr1_hap1	6400000	6500000	0.127081
chr1_hap1	6500000	6600000	0.795558
chr1_hap1	6600000	6700000	
chr1_hap1	6700000	6800000	0.12963
chr1_hap1	6800000	6900000	0.111637
chr1_hap1	6900000	7000000	0.0657192
chr1_hap1	7000000	7100000	0.195153
chr1_hap1	7100000	7200000	0.054628
chr1_hap1	7200000	7300000	0.18618
chr1_hap1	7300000	7400000	0.498277
chr1_hap1	7400000	7500000	0.157021
chr1_hap1	7500000	7600000	0.0512114
chr1_hap1	7600000	7700000	0.0927106
chr1_hap1	7700000	7800000	0.0719903
chr1_hap1	7800000	7900000	0.0766804
chr1_hap1	7900000	8000000	0.0799826
chr1_hap1	8000000	8100000	0.0929559
chr1_hap1	8100000	8200000	0.169281
chr1_hap1	8200000	8300000	0.242482
chr1_hap1	8300000	8400000	0.468576
chr1_hap1	8400000	8500000	0.486654
chr1_hap1	8500000	8600000	0.0502496
chr1_hap1	8600000	8700000	0.0956801
chr1_hap1	8700000	8800000	0.281211
chr1_hap1	8800000	8900000	0.174125
chr1_hap1	8900000	9000000	0.0821632
chr1_hap1	9000000	9100000	0.0797285
chr1_hap1	9100000	9200000	0.234138
chr1_hap1	9200000	9300000	0.474327
chr1_hap1	9300000	9400000	0.398477
chr1_hap1	9400000	9500000	0.242791
chr1_hap1	9500000	9600000	1.08703
chr1_hap1	9600000	9700000	0.0589432
chr1_hap1	9700000	9800000	0.302072
chr1_hap1	9800000	9900000	0.0981541
chr1_hap1	9900000	10000000	0.0491955
chr1_hap1	10000000	10100000	0.0657638
chr1_hap1	10100000	10200000	0.0652428
chr1_hap1	10200000	10300000	0.0763938
chr1_hap1	10300000	10400000	0.19043
chr1_hap1	10400000	10500000	0.37159
chr1_hap1	10500000	10600000	0.0612734
chr1_hap1	10600000	10700000	0.121986
chr1_hap1	10700000	10800000	1.27678
chr1_hap1	10800000	10900000	
chr1_hap1	10900000	11000000	1.29367
chr1_hap1	11000000	11100000	0.0616595
chr1_hap1	11100000	11200000	0.356242
chr1_hap1	11200000	11300000	0.0921319
chr1_hap1	11300000	11400000	0.0429217
chr1_hap1	11400000	11500000	0.0899577
chr1_hap1	11500000	11600000	0.080884
chr1_hap1	11600000	11700000	0.0928618
chr1_hap1	11700000	11800000	0.393665
chr1_hap1	11800000	11900000	0.0913684
chr1_hap1	11900000	12000000	0.224645
chr1_hap1	12000000	12100000	0.551048
chr1_hap1	12100000	12200000	0.687819
chr1_hap1	12200000	12300000	0.0524527
chr1_hap1	12300000	12400000	0.14872
chr1_hap1	12400000	12500000	0.312194
chr1_hap1	12500000	12600000	0.0616692
chr1_hap1	12600000	12700000	0.109631
chr1_hap1	12700000	12800000	0.749954
chr1_hap1	12800000	12900000	0.0467903
chr1_hap1	12900000	13000000	0.243252
chr1_hap1	13000000	13100000	
chr1_hap1	13100000	13200000	0.0575304
chr1_hap1	13200000	13300000	0.11509
chr1_hap1	13300000	13400000	0.088663
chr1_hap1	13400000	13500000	0.112818
chr1_hap1	13500000	13600000	0.109623
chr1_hap1	13600000	13700000	0.106865
chr1_hap1	13700000	13800000	0.0435539
chr1_hap1	13800000	13900000	0.149869
