chrom	start	end	name	eigval1	eigval2	eigval3
chr1_hap2	0	243198671	chr1_hap2	4031.5386129917506	-2119.3822608855544	2032.8206446837085
chr2_hap2	0	242142825	chr2_hap2	3621.0052116480815	1832.1703796794752	-1560.823897540206
chr3_hap2	0	202683022	chr3_hap2	3053.4490032064145	-1751.601029845151	1676.7288635628158
chr4_hap2	0	191171759	chr4_hap2	2022.4489680463298	1336.9624019280297	-1195.1821595747708
chr5_hap2	0	182409348	chr5_hap2	2370.8635931496447	1319.6978292362028	-1148.7676209915112
chr6_hap2	0	172871300	chr6_hap2	2202.7225139834777	-1599.4246824170232	1526.5172984722042
chr7_hap2	0	161232845	chr7_hap2	2579.32616341624	1416.628878263509	-885.8023193043182
chr8_hap2	0	145868755	chr8_hap2	1620.5760733916493	1026.6613374691406	-895.5691505385843
chr9_hap2	0	135032811	chr9_hap2	1639.1238752687177	1099.8509606204593	-966.9809240529185
chr10_hap2	0	135648429	chr10_hap2	1769.1732244027353	1032.2323322795605	-767.715271966016
chr11_hap2	0	136138868	chr11_hap2	2204.987970798859	1376.806629879893	-1274.5613883236608
chr12_hap2	0	134127282	chr12_hap2	2203.351286335926	-1280.7153308977986	994.6299468398797
chr13_hap2	0	112572639	chr13_hap2	1146.952154306583	-850.1430566789446	848.5027544573458
chr14_hap2	0	101767573	chr14_hap2	1159.7673666345454	702.2320356012302	-586.960111375884
chr15_hap2	0	96851046	chr15_hap2	947.9628224712349	661.9504244527242	-592.5744233344743
chr16_hap2	0	87971686	chr16_hap2	1188.4026067182267	-561.7429180786605	532.3071187394431
chr17_hap2	0	83829559	chr17_hap2	1443.5787576122098	-712.9791431174995	703.608568822165
chr18_hap2	0	80564282	chr18_hap2	982.1166353209151	558.0823067025145	-528.9022064612503
chr19_hap2	0	61548830	chr19_hap2	982.233307625271	551.9142677860731	444.3321989700756
chr20_hap2	0	65603693	chr20_hap2	774.9617474165595	589.714307682167	-553.8949473503725
chr21_hap2	0	42759301	chr21_hap2	-487.7108682307502	486.05693462745114	288.7355416020891
chr22_hap2	0	48623973	chr22_hap2	326.34597433605273	-238.39129718746034	226.01708127718862
chrX_hap2	0	153704768	chrX_hap2	2084.7771518653913	1298.4967422666816	-1157.1304389568793
