chrom	start	end	weight
chr1_hap1	0	100000	
chr1_hap1	100000	200000	
chr1_hap1	200000	300000	0.011067
chr1_hap1	300000	400000	0.00899785
chr1_hap1	400000	500000	0.00739989
chr1_hap1	500000	600000	0.00849876
chr1_hap1	600000	700000	0.00765371
chr1_hap1	700000	800000	0.0072082
chr1_hap1	800000	900000	0.00750918
chr1_hap1	900000	1000000	0.00797027
chr1_hap1	1000000	1100000	0.00766894
chr1_hap1	1100000	1200000	0.00924301
chr1_hap1	1200000	1300000	0.00684378
chr1_hap1	1300000	1400000	0.00666859
chr1_hap1	1400000	1500000	0.00663799
chr1_hap1	1500000	1600000	0.00688827
chr1_hap1	1600000	1700000	0.0064882
chr1_hap1	1700000	1800000	0.00746089
chr1_hap1	1800000	1900000	0.00731716
chr1_hap1	1900000	2000000	0.00786423
chr1_hap1	2000000	2100000	0.00750962
chr1_hap1	2100000	2200000	
chr1_hap1	2200000	2300000	
chr1_hap1	2300000	2400000	
chr1_hap1	2400000	2500000	0.0112057
chr1_hap1	2500000	2600000	0.00964064
chr1_hap1	2600000	2700000	0.00821933
chr1_hap1	2700000	2800000	0.00721144
chr1_hap1	2800000	2900000	0.00786908
chr1_hap1	2900000	3000000	0.00722415
chr1_hap1	3000000	3100000	0.00698936
chr1_hap1	3100000	3200000	0.00830479
chr1_hap1	3200000	3300000	0.00746684
chr1_hap1	3300000	3400000	0.00686939
chr1_hap1	3400000	3500000	0.00630866
chr1_hap1	3500000	3600000	0.0063205
chr1_hap1	3600000	3700000	0.00675448
chr1_hap1	3700000	3800000	0.0075302
chr1_hap1	3800000	3900000	0.00737242
chr1_hap1	3900000	4000000	0.00807563
chr1_hap1	4000000	4100000	0.00772083
chr1_hap1	4100000	4200000	0.00778915
chr1_hap1	4200000	4300000	0.00727873
chr1_hap1	4300000	4400000	0.00743867
chr1_hap1	4400000	4500000	0.00709469
chr1_hap1	4500000	4600000	0.00772998
chr1_hap1	4600000	4700000	0.00756166
chr1_hap1	4700000	4800000	0.00783495
chr1_hap1	4800000	4900000	0.00795962
chr1_hap1	4900000	5000000	0.00745596
chr1_hap1	5000000	5100000	0.00724093
chr1_hap1	5100000	5200000	0.00738414
chr1_hap1	5200000	5300000	0.00725491
chr1_hap1	5300000	5400000	0.00740541
chr1_hap1	5400000	5500000	0.00703457
chr1_hap1	5500000	5600000	0.00670989
chr1_hap1	5600000	5700000	0.00686801
chr1_hap1	5700000	5800000	0.00672069
chr1_hap1	5800000	5900000	0.00625732
chr1_hap1	5900000	6000000	0.00671762
chr1_hap1	6000000	6100000	0.00610968
chr1_hap1	6100000	6200000	0.00645075
chr1_hap1	6200000	6300000	0.00600715
chr1_hap1	6300000	6400000	0.00638757
chr1_hap1	6400000	6500000	0.00658011
chr1_hap1	6500000	6600000	0.00728111
chr1_hap1	6600000	6700000	0.00696424
chr1_hap1	6700000	6800000	0.00733206
chr1_hap1	6800000	6900000	0.00737518
chr1_hap1	6900000	7000000	0.00701519
chr1_hap1	7000000	7100000	0.00786935
chr1_hap1	7100000	7200000	0.00782301
chr1_hap1	7200000	7300000	0.00721054
chr1_hap1	7300000	7400000	0.00693043
chr1_hap1	7400000	7500000	0.00763402
chr1_hap1	7500000	7600000	0.00676504
chr1_hap1	7600000	7700000	0.00640797
chr1_hap1	7700000	7800000	0.00659301
chr1_hap1	7800000	7900000	0.00642598
chr1_hap1	7900000	8000000	0.00617263
chr1_hap1	8000000	8100000	0.00690067
chr1_hap1	8100000	8200000	0.00744544
chr1_hap1	8200000	8300000	0.00758483
chr1_hap1	8300000	8400000	0.00717458
chr1_hap1	8400000	8500000	0.00669988
chr1_hap1	8500000	8600000	0.00578804
chr1_hap1	8600000	8700000	0.00644699
chr1_hap1	8700000	8800000	0.00673621
chr1_hap1	8800000	8900000	0.00640072
chr1_hap1	8900000	9000000	0.00637773
chr1_hap1	9000000	9100000	0.00703511
chr1_hap1	9100000	9200000	0.00671999
chr1_hap1	9200000	9300000	0.00674773
chr1_hap1	9300000	9400000	0.00605696
chr1_hap1	9400000	9500000	0.00649626
chr1_hap1	9500000	9600000	0.00657883
chr1_hap1	9600000	9700000	0.00588739
chr1_hap1	9700000	9800000	0.00619054
chr1_hap1	9800000	9900000	0.00671991
chr1_hap1	9900000	10000000	0.00743098
chr1_hap1	10000000	10100000	0.00683574
chr1_hap1	10100000	10200000	0.00635445
chr1_hap1	10200000	10300000	0.00678244
chr1_hap1	10300000	10400000	0.00675363
chr1_hap1	10400000	10500000	0.00669247
chr1_hap1	10500000	10600000	0.00631863
chr1_hap1	10600000	10700000	0.00611601
chr1_hap1	10700000	10800000	0.00674244
chr1_hap1	10800000	10900000	0.00784877
chr1_hap1	10900000	11000000	0.00702542
chr1_hap1	11000000	11100000	0.00624192
chr1_hap1	11100000	11200000	0.00727172
chr1_hap1	11200000	11300000	0.00722876
chr1_hap1	11300000	11400000	0.00637872
chr1_hap1	11400000	11500000	0.00598675
chr1_hap1	11500000	11600000	0.00678452
chr1_hap1	11600000	11700000	0.00626344
chr1_hap1	11700000	11800000	0.00634995
chr1_hap1	11800000	11900000	0.0066027
chr1_hap1	11900000	12000000	0.00699841
chr1_hap1	12000000	12100000	0.00727834
chr1_hap1	12100000	12200000	0.00749556
chr1_hap1	12200000	12300000	0.00667719
chr1_hap1	12300000	12400000	0.00677184
chr1_hap1	12400000	12500000	0.0086035
chr1_hap1	12500000	12600000	
chr1_hap1	12600000	12700000	
chr1_hap1	12700000	12800000	
chr1_hap1	12800000	12900000	
chr1_hap1	12900000	13000000	
chr1_hap1	13000000	13100000	0.00979275
chr1_hap1	13100000	13200000	0.00770156
chr1_hap1	13200000	13300000	0.00733946
chr1_hap1	13300000	13400000	0.0080131
chr1_hap1	13400000	13500000	0.00732247
chr1_hap1	13500000	13600000	0.00781007
chr1_hap1	13600000	13700000	0.00815931
chr1_hap1	13700000	13800000	0.00719018
chr1_hap1	13800000	13900000	0.0082431
chr1_hap1	13900000	14000000	0.00754715
chr1_hap1	14000000	14100000	0.00746651
chr1_hap1	14100000	14200000	0.00698966
chr1_hap1	14200000	14300000	0.00696932
chr1_hap1	14300000	14400000	0.00689311
chr1_hap1	14400000	14500000	0.00678882
chr1_hap1	14500000	14600000	0.00690779
chr1_hap1	14600000	14700000	0.0063609
chr1_hap1	14700000	14800000	0.00617124
chr1_hap1	14800000	14900000	0.00653974
chr1_hap1	14900000	15000000	0.00668153
chr1_hap1	15000000	15100000	0.00641594
chr1_hap1	15100000	15200000	0.00624417
chr1_hap1	15200000	15300000	0.0065287
chr1_hap1	15300000	15400000	0.00650772
chr1_hap1	15400000	15500000	0.00615667
chr1_hap1	15500000	15600000	0.00728668
chr1_hap1	15600000	15700000	0.00706944
chr1_hap1	15700000	15800000	0.00710821
chr1_hap1	15800000	15900000	0.0064699
chr1_hap1	15900000	16000000	0.00695899
chr1_hap1	16000000	16100000	0.00676667
chr1_hap1	16100000	16200000	0.00963756
chr1_hap1	16200000	16300000	
chr1_hap1	16300000	16400000	
chr1_hap1	16400000	16500000	
chr1_hap1	16500000	16600000	
chr1_hap1	16600000	16700000	
chr1_hap1	16700000	16800000	
chr1_hap1	16800000	16900000	0.0111428
chr1_hap1	16900000	17000000	
chr1_hap1	17000000	17100000	
chr1_hap1	17100000	17200000	0.0079998
chr1_hap1	17200000	17300000	0.007126
chr1_hap1	17300000	17400000	0.00724809
chr1_hap1	17400000	17500000	0.00732116
chr1_hap1	17500000	17600000	0.00681029
chr1_hap1	17600000	17700000	0.00629597
chr1_hap1	17700000	17800000	0.00604431
chr1_hap1	17800000	17900000	0.00710769
chr1_hap1	17900000	18000000	0.00756579
chr1_hap1	18000000	18100000	0.00715697
chr1_hap1	18100000	18200000	0.00724839
chr1_hap1	18200000	18300000	0.00727605
chr1_hap1	18300000	18400000	0.00709292
chr1_hap1	18400000	18500000	0.00674669
chr1_hap1	18500000	18600000	0.00681949
chr1_hap1	18600000	18700000	0.00689572
chr1_hap1	18700000	18800000	0.00665366
chr1_hap1	18800000	18900000	0.00613009
chr1_hap1	18900000	19000000	0.00710585
chr1_hap1	19000000	19100000	0.00663871
chr1_hap1	19100000	19200000	0.00671608
chr1_hap1	19200000	19300000	0.00713614
chr1_hap1	19300000	19400000	0.00867874
chr1_hap1	19400000	19500000	0.00832311
chr1_hap1	19500000	19600000	0.00681615
chr1_hap1	19600000	19700000	0.00681319
chr1_hap1	19700000	19800000	0.00678228
chr1_hap1	19800000	19900000	0.00622821
chr1_hap1	19900000	20000000	0.0061336
chr1_hap1	20000000	20100000	0.00665479
chr1_hap1	20100000	20200000	0.00675751
chr1_hap1	20200000	20300000	0.00733018
chr1_hap1	20300000	20400000	0.00722273
chr1_hap1	20400000	20500000	0.00758679
chr1_hap1	20500000	20600000	0.00727409
chr1_hap1	20600000	20700000	0.00725826
chr1_hap1	20700000	20800000	0.00674461
chr1_hap1	20800000	20900000	0.00645299
chr1_hap1	20900000	21000000	0.00636387
chr1_hap1	21000000	21100000	0.00742387
chr1_hap1	21100000	21200000	0.00794575
chr1_hap1	21200000	21300000	0.00793595
chr1_hap1	21300000	21400000	0.00725097
chr1_hap1	21400000	21500000	0.00631642
chr1_hap1	21500000	21600000	0.00696938
chr1_hap1	21600000	21700000	0.00723864
chr1_hap1	21700000	21800000	0.00756629
chr1_hap1	21800000	21900000	0.0066625
chr1_hap1	21900000	22000000	0.00690607
chr1_hap1	22000000	22100000	0.00642746
chr1_hap1	22100000	22200000	0.00701363
chr1_hap1	22200000	22300000	0.00657583
chr1_hap1	22300000	22400000	0.00691299
chr1_hap1	22400000	22500000	0.0068483
chr1_hap1	22500000	22600000	0.00707166
