chrom	start	end	weight
chr1_hap1	0	10000	
chr1_hap1	10000	20000	
chr1_hap1	20000	30000	
chr1_hap1	30000	40000	
chr1_hap1	40000	50000	
chr1_hap1	50000	60000	
chr1_hap1	60000	70000	
chr1_hap1	70000	80000	
chr1_hap1	80000	90000	
chr1_hap1	90000	100000	
chr1_hap1	100000	110000	
chr1_hap1	110000	120000	
chr1_hap1	120000	130000	
chr1_hap1	130000	140000	
chr1_hap1	140000	150000	
chr1_hap1	150000	160000	
chr1_hap1	160000	170000	
chr1_hap1	170000	180000	
chr1_hap1	180000	190000	
chr1_hap1	190000	200000	
chr1_hap1	200000	210000	
chr1_hap1	210000	220000	0.0221937
chr1_hap1	220000	230000	
chr1_hap1	230000	240000	
chr1_hap1	240000	250000	0.0206687
chr1_hap1	250000	260000	0.0351713
chr1_hap1	260000	270000	0.0334705
chr1_hap1	270000	280000	0.0348571
chr1_hap1	280000	290000	0.0318805
chr1_hap1	290000	300000	0.0356265
chr1_hap1	300000	310000	
chr1_hap1	310000	320000	0.0258009
chr1_hap1	320000	330000	0.0237733
chr1_hap1	330000	340000	0.0265615
chr1_hap1	340000	350000	0.0254185
chr1_hap1	350000	360000	0.0199021
chr1_hap1	360000	370000	0.026775
chr1_hap1	370000	380000	0.0215474
chr1_hap1	380000	390000	0.025869
chr1_hap1	390000	400000	0.0215529
chr1_hap1	400000	410000	0.024512
chr1_hap1	410000	420000	0.027099
chr1_hap1	420000	430000	0.0175481
chr1_hap1	430000	440000	0.0220796
chr1_hap1	440000	450000	0.0189419
chr1_hap1	450000	460000	0.0195433
chr1_hap1	460000	470000	0.0198464
chr1_hap1	470000	480000	0.0208349
chr1_hap1	480000	490000	0.0265438
chr1_hap1	490000	500000	0.0235812
chr1_hap1	500000	510000	0.0215842
chr1_hap1	510000	520000	0.0253624
chr1_hap1	520000	530000	0.0242903
chr1_hap1	530000	540000	
chr1_hap1	540000	550000	0.0238562
chr1_hap1	550000	560000	0.024345
chr1_hap1	560000	570000	0.022222
chr1_hap1	570000	580000	0.0256602
chr1_hap1	580000	590000	0.0201174
chr1_hap1	590000	600000	0.0226898
chr1_hap1	600000	610000	0.0236158
chr1_hap1	610000	620000	0.0214441
chr1_hap1	620000	630000	0.0185913
chr1_hap1	630000	640000	0.0247341
chr1_hap1	640000	650000	0.0213871
chr1_hap1	650000	660000	0.0247912
chr1_hap1	660000	670000	0.0199727
chr1_hap1	670000	680000	0.0200807
chr1_hap1	680000	690000	0.0268299
chr1_hap1	690000	700000	0.0198477
chr1_hap1	700000	710000	0.0200418
chr1_hap1	710000	720000	0.0219846
chr1_hap1	720000	730000	0.0235719
