chrom	start	end	name	eigval1	eigval2	eigval3
chr1_hap1	0	250382078	chr1_hap1	1624.5335477770575	-835.983522211133	783.4508532663175
chr2_hap1	0	242438398	chr2_hap1	1444.7354292852922	694.382092790054	-582.9189380946365
chr3_hap1	0	200940782	chr3_hap1	1220.2231261418615	-678.7933841830377	653.7538033520987
chr4_hap1	0	193253728	chr4_hap1	786.5608281434412	490.8443661224816	-449.5773798945478
chr5_hap1	0	186212366	chr5_hap1	928.6900061348748	472.9515258647624	-387.8944439294477
chr6_hap1	0	173051588	chr6_hap1	873.064689516772	-621.9814665748725	591.0703509639977
chr7_hap1	0	161716607	chr7_hap1	1022.935957929598	525.2916260191378	-320.554228079283
chr8_hap1	0	145465483	chr8_hap1	636.2148923305513	371.4847997447024	-313.3136532969661
chr9_hap1	0	135918162	chr9_hap1	647.5269700704861	420.25986154878154	-376.5763379826794
chr10_hap1	0	134385439	chr10_hap1	699.370234866736	362.08575705132546	-267.29593325608874
chr11_hap1	0	133922055	chr11_hap1	871.9300379576836	539.7068964978763	-500.87224812207614
chr12_hap1	0	133376810	chr12_hap1	876.1106577683246	-494.7274149305225	367.06669749944666
chr13_hap1	0	107377685	chr13_hap1	444.85715621338323	-323.56822029651266	315.5992726205905
chr14_hap1	0	102710047	chr14_hap1	452.41260544552404	246.63402621671355	-210.3700855930716
chr15_hap1	0	96346030	chr15_hap1	371.0664571690022	251.55166380200512	-220.26944159142784
chr16_hap1	0	96215701	chr16_hap1	472.1020230483064	-213.41212330022745	-193.84304119954797
chr17_hap1	0	86176721	chr17_hap1	562.4932046575288	284.77040081560875	-266.16796136245216
chr18_hap1	0	77553665	chr18_hap1	386.86063430535944	217.79081747923087	-209.90840296529376
chr19_hap1	0	69461520	chr19_hap1	384.3701741042412	199.45254628717203	190.29773412538515
chr20_hap1	0	66775821	chr20_hap1	302.1699456288638	228.21819351308105	-211.70886980695735
chr21_hap1	0	44404722	chr21_hap1	-192.76600956221813	189.38923641116142	108.60698985568283
chr22_hap1	0	47079544	chr22_hap1	159.18918645385804	-101.47065356108045	96.30226796544618
chrX_hap1	0	155153153	chrX_hap1	849.5292648723259	497.31545993063145	-435.13407785977006
