chrom	start	end	name	eigval1	eigval2	eigval3
chr1_hap1	0	250382078	chr1_hap1	-6158.262480847172	173.39041783722433	164.74657142009406
chr2_hap1	0	242438398	chr2_hap1	-6710.867265552137	202.8794918202877	183.21147116548585
chr3_hap1	0	200940782	chr3_hap1	-5390.794335976474	334.7897306910925	315.24996216869425
chr4_hap1	0	193253728	chr4_hap1	-5171.121902310178	425.72407309394725	370.66746859213436
chr5_hap1	0	186212366	chr5_hap1	-5174.087485899131	309.65262878706824	266.8269832043546
chr6_hap1	0	173051588	chr6_hap1	-4896.529718923538	482.70771556810587	452.9225419436399
chr7_hap1	0	161716607	chr7_hap1	-4181.502848603501	474.26100952509074	456.65596148259857
chr8_hap1	0	145465483	chr8_hap1	-3495.9945417782724	650.3977026892132	570.1804102415707
chr9_hap1	0	135918162	chr9_hap1	-3764.0786750501356	1023.6984055539842	-610.3732997826464
chr10_hap1	0	134385439	chr10_hap1	-3668.495646189881	496.81551889884827	470.40058869946773
chr11_hap1	0	133922055	chr11_hap1	-3620.587014119743	661.7757536161095	-572.5942931496583
chr12_hap1	0	133376810	chr12_hap1	-3497.7059176050407	462.2290699944641	425.8745249115532
chr13_hap1	0	107377685	chr13_hap1	-2581.2876635710318	673.6950078429155	653.8805603735083
chr14_hap1	0	102710047	chr14_hap1	-2680.163209720802	614.0654446686545	551.1727426967892
chr15_hap1	0	96346030	chr15_hap1	-2207.6666136382446	679.9594542450071	-662.0226858988951
chr16_hap1	0	96215701	chr16_hap1	-2046.400960950962	631.2973994189781	-619.2014582032606
chr17_hap1	0	86176721	chr17_hap1	-1926.292523644764	746.8864531757451	729.0691004070127
chr18_hap1	0	77553665	chr18_hap1	-1543.7554152259456	-903.7815586007293	898.4986009394748
chr19_hap1	0	69461520	chr19_hap1	-1288.7897049827734	1197.5837185721005	-1187.927650508341
chr20_hap1	0	66775821	chr20_hap1	-1366.6295017889845	823.281360717961	-817.2861694927394
chr21_hap1	0	44404722	chr21_hap1	-888.6623303807476	-787.7898849171278	782.8971751505039
chr22_hap1	0	47079544	chr22_hap1	-889.2838486223209	-836.7112199200168	833.3250239291348
chrX_hap1	0	155153153	chrX_hap1	-1658.094970179846	338.3474986587203	-337.48599733099076
chr1_hap2	0	243198671	chr1_hap2	-6161.339223500882	173.30697202520497	161.07793631739625
chr2_hap2	0	242142825	chr2_hap2	-6712.531776165826	200.82075659582796	181.52738859463088
chr3_hap2	0	202683022	chr3_hap2	-5408.013170223153	336.9008762647163	324.4507824104689
chr4_hap2	0	191171759	chr4_hap2	-5503.175045348324	393.6248172488975	336.94817146680435
chr5_hap2	0	182409348	chr5_hap2	-5163.20565800891	309.60322129274095	267.28883216935134
chr6_hap2	0	172871300	chr6_hap2	-4909.412603467259	441.933784686311	410.6127905980343
chr7_hap2	0	161232845	chr7_hap2	-4156.490250832796	444.9925293479147	424.4443234594055
chr8_hap2	0	145868755	chr8_hap2	-3446.824944715887	697.4341438322643	-620.4953775905334
chr9_hap2	0	135032811	chr9_hap2	-3799.5501750489148	1073.1468454364226	-621.9869528726593
chr10_hap2	0	135648429	chr10_hap2	-3940.0535375313116	522.645270454869	484.1485051581464
chr11_hap2	0	136138868	chr11_hap2	-3628.2772208315077	659.8240479210174	-566.8446701444586
chr12_hap2	0	134127282	chr12_hap2	-3883.6259943835826	401.1322608035406	368.54267906101046
chr13_hap2	0	112572639	chr13_hap2	-2520.564828235353	666.8564554837293	-642.5857613869598
chr14_hap2	0	101767573	chr14_hap2	-2594.897499262293	691.569917181578	543.2073215968837
chr15_hap2	0	96851046	chr15_hap2	-2414.04857309921	577.1872316919988	541.0136141917764
chr16_hap2	0	87971686	chr16_hap2	-2188.3576149433557	695.2897237413256	-678.2070944473336
chr17_hap2	0	83829559	chr17_hap2	-1966.6369815784265	685.2778793303876	-683.3146463185109
chr18_hap2	0	80564282	chr18_hap2	-1573.2539812520506	-864.7643238608291	-861.2790806352854
chr19_hap2	0	61548830	chr19_hap2	-1297.9593986477896	1293.1201985418322	-1266.8688912583139
chr20_hap2	0	65603693	chr20_hap2	-1307.4442976165094	914.8047638679074	-879.3078636622558
chr21_hap2	0	42759301	chr21_hap2	-865.6669880618791	855.7753860944127	822.903034131698
chr22_hap2	0	48623973	chr22_hap2	-1166.5494989589902	810.002915429719	691.5054568532048
chrX_hap2	0	153704768	chrX_hap2	-2408.4111320936263	210.25402481212797	196.38486344098013
