chrom	start	end	weight	E1	E2	E3
chr1_hap1	0	200000				
chr1_hap1	200000	400000	0.006995203840175438	-0.9022162688496697	-0.47195539152413785	0.22932826490967995
chr1_hap1	400000	600000	0.005898144014795411	-0.8697202509034876	-0.4610844584458419	0.19469302546821396
chr1_hap1	600000	800000	0.005533799236296296	-0.9374568887657291	-0.4742796976946324	0.19478687686380822
chr1_hap1	800000	1000000	0.00563047477437886	-0.8914959132661784	-0.49936650800550314	0.16058135967533022
chr1_hap1	1000000	1200000	0.006090823177862871	-0.8471824499687336	-0.4438358347755432	0.20490781028101474
chr1_hap1	1200000	1400000	0.0049053754956278044	-0.9211005781818968	-0.4500686610226119	0.15451803076402104
chr1_hap1	1400000	1600000	0.004892278661967399	-0.8452665689300836	-0.4437658684098141	0.20367365790053454
chr1_hap1	1600000	1800000	0.005071108070028905	-0.8240188082689497	-0.5005338246814232	0.2501870336672709
chr1_hap1	1800000	2000000	0.005494162958163606	-0.7551723758159853	-0.518327731544494	0.3998071316767561
chr1_hap1	2000000	2200000	0.007169682600519004	-0.6084730898845488	-0.5299886961518793	0.492652706021084
chr1_hap1	2200000	2400000				
chr1_hap1	2400000	2600000	0.007120730120934591	-0.49498317072745673	-0.5817210163754356	0.5157010408826996
chr1_hap1	2600000	2800000	0.005800237624136372	-0.6112185150824847	-0.4898675320540328	0.36631721836715125
chr1_hap1	2800000	3000000	0.005690064167701195	-0.6512556848384646	-0.4918226446679033	0.33763592647053825
chr1_hap1	3000000	3200000	0.005555572894509476	-0.6426401738762932	-0.5360214348068489	0.3874418790330798
chr1_hap1	3200000	3400000	0.005164152920268188	-0.7665759276240337	-0.5078226270950565	0.18741285367969487
chr1_hap1	3400000	3600000	0.004502336391684563	-0.5970932178575259	-0.4879602391749784	0.23938224181391393
chr1_hap1	3600000	3800000	0.005251625879712619	-0.5274277189127314	-0.4737512433015717	0.2288013661870624
chr1_hap1	3800000	4000000	0.0058447925245300875	-0.46273802394852787	-0.5280576707859808	0.23167913307423285
chr1_hap1	4000000	4200000	0.005785062914034791	-0.4815384983959122	-0.5605957702819889	0.24607815806005492
chr1_hap1	4200000	4400000	0.005401912720883811	-0.41662802547370864	-0.5554735555465873	0.2744982525126148
chr1_hap1	4400000	4600000	0.005520183885677834	-0.40453757200312596	-0.5362209541247437	0.24715243349421712
chr1_hap1	4600000	4800000	0.005792840241791997	-0.4127554964575461	-0.5248676683689767	0.19540543110857736
chr1_hap1	4800000	5000000	0.0057903621162285175	-0.36866856810524185	-0.5500919883868567	0.1882354833931409
chr1_hap1	5000000	5200000	0.005430590576241239	-0.3949391119277793	-0.5148175433874617	0.30956837973669393
chr1_hap1	5200000	5400000	0.005486687699508535	-0.4539326887893026	-0.470304299863351	0.1067972201605003
chr1_hap1	5400000	5600000	0.005056030296942902	-0.5342421700345895	-0.47764008853792317	0.14790350452666454
chr1_hap1	5600000	5800000	0.004870522715528241	-0.6436230355455793	-0.4740410146789278	0.02878467803082916
chr1_hap1	5800000	6000000	0.004689872419862881	-0.7533558954383217	-0.4479985887569391	0.023268221507812145
chr1_hap1	6000000	6200000	0.004510342677089978	-0.7399789601752955	-0.4731926399899448	-0.10095905233654702
chr1_hap1	6200000	6400000	0.004413479128002418	-0.7074372866949254	-0.5145619995015026	-0.041937596678633324
chr1_hap1	6400000	6600000	0.005074834587482002	-0.6679119068056116	-0.5100457601321341	-0.168297683023747
chr1_hap1	6600000	6800000	0.0053326821044976346	-0.5928516596038161	-0.5447258397796247	-0.11035121758146803
chr1_hap1	6800000	7000000	0.005394758069215622	-0.5327904887372485	-0.5192374881582996	-0.04559109574684871
chr1_hap1	7000000	7200000	0.005892720506167173	-0.5294736936416292	-0.5093482886505428	-0.1317307318362801
chr1_hap1	7200000	7400000	0.0052047444697616825	-0.5394575770614132	-0.5354005861420399	-0.09882363510296002
chr1_hap1	7400000	7600000	0.005203494818360255	-0.5677206094560916	-0.5566422420939888	-0.12007182284257872
chr1_hap1	7600000	7800000	0.004880382437139594	-0.4969472656738512	-0.5520507200841093	-0.1376522511320368
chr1_hap1	7800000	8000000	0.004729980984408904	-0.591369272307414	-0.5335961903307176	-0.1865350127593296
chr1_hap1	8000000	8200000	0.005220487342859098	-0.5583490045046531	-0.5706566591782241	-0.06924024352170714
chr1_hap1	8200000	8400000	0.0054666557642846164	-0.6450572881218828	-0.5207616781227595	-0.26929665841511474
chr1_hap1	8400000	8600000	0.0045592761346634775	-0.5742756913533876	-0.5780883451234297	-0.1209131762986191
chr1_hap1	8600000	8800000	0.004792570191262248	-0.6338333019419037	-0.5701486300384131	-0.14702354237955415
chr1_hap1	8800000	9000000	0.004788560745052049	-0.6937871171087254	-0.5736251414915678	-0.06357097691045545
chr1_hap1	9000000	9200000	0.005102819560767726	-0.6404458998888404	-0.5501000306806524	-0.1329065971624256
chr1_hap1	9200000	9400000	0.004610869247226581	-0.6570399005776001	-0.5600893429431487	-0.05124519564972859
chr1_hap1	9400000	9600000	0.004756517288952856	-0.6958833667232964	-0.6220015521442468	-0.04241057871226019
chr1_hap1	9600000	9800000	0.0044375567397795836	-0.6946615741821079	-0.5982638162683386	-0.13364948872115956
chr1_hap1	9800000	10000000	0.005210018591245741	-0.703800289185878	-0.5928531115301623	-0.05372924360256261
chr1_hap1	10000000	10200000	0.004778583814594193	-0.6952456650615533	-0.6411811026048141	-0.007899660970214205
chr1_hap1	10200000	10400000	0.005065279310637255	-0.7473741444947348	-0.5894581839819707	-0.10403044841174579
chr1_hap1	10400000	10600000	0.004906534705232204	-0.7803007055110044	-0.638175750221549	-0.09192960669005583
chr1_hap1	10600000	10800000	0.004660870913896909	-0.6729882513287244	-0.6444564106130115	0.06174266907306673
chr1_hap1	10800000	11000000	0.005459752520369603	-0.7648197007748124	-0.6730557414802841	0.01680184163927606
chr1_hap1	11000000	11200000	0.005079845438953267	-0.8504830055224483	-0.6423811401354007	-0.1074656673528649
chr1_hap1	11200000	11400000	0.0050409406566302144	-0.832046981040711	-0.7089656723951344	0.030403728777189717
chr1_hap1	11400000	11600000	0.0045680114634207136	-0.8377575275774628	-0.6845734085996467	0.011919414955042371
chr1_hap1	11600000	11800000	0.004540483825239955	-0.862815552398768	-0.7202466721907447	0.07615766063950441
chr1_hap1	11800000	12000000	0.004878535930094985	-0.7007840113069995	-0.6630616395720977	0.1726745125798941
chr1_hap1	12000000	12200000	0.0055136429751800695	-0.7146887923655387	-0.7000437938680513	0.17852421236669166
chr1_hap1	12200000	12400000	0.004974904998491663	-0.6084675145074772	-0.6441642911320462	0.21447625292469882
chr1_hap1	12400000	12600000	0.007750861483810686	-0.43105961204555715	-0.700094354846617	0.530110865829997
chr1_hap1	12600000	12800000				
chr1_hap1	12800000	13000000				
chr1_hap1	13000000	13200000	0.00593488971232749	-0.4108497777842493	-0.6772083270216777	0.49205922619924364
chr1_hap1	13200000	13400000	0.005635828673547553	-0.5370435466173886	-0.6716355066210543	0.28506962616519005
chr1_hap1	13400000	13600000	0.005558716307099597	-0.5004704780527107	-0.6909924106246235	0.17926973689052428
chr1_hap1	13600000	13800000	0.005649048124223179	-0.3997579649020989	-0.7116760011943444	0.14394932614240308
chr1_hap1	13800000	14000000	0.005902432200187241	-0.5172799320240113	-0.7337190118235951	0.13351414137256748
chr1_hap1	14000000	14200000	0.005334944536036139	-0.47515883668377323	-0.7213717990551183	0.16240075828483289
chr1_hap1	14200000	14400000	0.005124195965431392	-0.5547066093681943	-0.7267933665876679	0.06825706610743566
chr1_hap1	14400000	14600000	0.005095601292052467	-0.5504517461184295	-0.7230027702664524	0.019839951871820468
chr1_hap1	14600000	14800000	0.004644859800586456	-0.6399736454276813	-0.793431165157511	0.007888139954668418
chr1_hap1	14800000	15000000	0.004852399239380117	-0.7962857923148549	-0.79581506015731	-0.15450126984409093
chr1_hap1	15000000	15200000	0.004580475114392696	-0.8171352568516419	-0.7388309318037318	-0.1263303631515845
chr1_hap1	15200000	15400000	0.004705661536127892	-0.8815185503397039	-0.7319591186876935	-0.14392534517579195
chr1_hap1	15400000	15600000	0.004886245023977177	-0.9079615311364934	-0.7572963039474119	-0.15051554418693477
chr1_hap1	15600000	15800000	0.0052395950969541735	-0.9445468823774813	-0.729220337078353	-0.14925911427002542
chr1_hap1	15800000	16000000	0.004948172232834487	-0.9394385944680534	-0.740341461585815	-0.10733272655333238
chr1_hap1	16000000	16200000	0.00568483580560921	-0.9107288512484656	-0.7387407668400758	-0.12264427991641727
chr1_hap1	16200000	16400000				
chr1_hap1	16400000	16600000				
