chrom	start	end	weight
chr1_hap1	0	20000	
chr1_hap1	20000	40000	
chr1_hap1	40000	60000	
chr1_hap1	60000	80000	
chr1_hap1	80000	100000	
chr1_hap1	100000	120000	
chr1_hap1	120000	140000	
chr1_hap1	140000	160000	
chr1_hap1	160000	180000	
chr1_hap1	180000	200000	
chr1_hap1	200000	220000	0.0206218
chr1_hap1	220000	240000	
chr1_hap1	240000	260000	0.0183838
chr1_hap1	260000	280000	0.0250855
chr1_hap1	280000	300000	0.0241309
chr1_hap1	300000	320000	
chr1_hap1	320000	340000	0.0178558
chr1_hap1	340000	360000	0.0161965
chr1_hap1	360000	380000	0.0174192
chr1_hap1	380000	400000	0.017051
chr1_hap1	400000	420000	0.0185719
chr1_hap1	420000	440000	0.0141332
chr1_hap1	440000	460000	0.0137635
chr1_hap1	460000	480000	0.0145323
chr1_hap1	480000	500000	0.0178379
chr1_hap1	500000	520000	0.0165947
chr1_hap1	520000	540000	0.0230922
chr1_hap1	540000	560000	0.0171268
chr1_hap1	560000	580000	0.0170163
chr1_hap1	580000	600000	0.0153654
chr1_hap1	600000	620000	0.0162361
chr1_hap1	620000	640000	0.0153338
chr1_hap1	640000	660000	0.0164876
chr1_hap1	660000	680000	0.0144307
chr1_hap1	680000	700000	0.0163763
chr1_hap1	700000	720000	0.015015
chr1_hap1	720000	740000	0.0154114
chr1_hap1	740000	760000	0.0159603
chr1_hap1	760000	780000	0.0163088
chr1_hap1	780000	800000	0.0145451
chr1_hap1	800000	820000	0.0156974
chr1_hap1	820000	840000	0.0139517
chr1_hap1	840000	860000	0.0158877
chr1_hap1	860000	880000	0.0162727
chr1_hap1	880000	900000	0.0162591
chr1_hap1	900000	920000	0.0165127
chr1_hap1	920000	940000	0.0197329
chr1_hap1	940000	960000	0.0159425
chr1_hap1	960000	980000	0.0169398
chr1_hap1	980000	1000000	0.0140187
chr1_hap1	1000000	1020000	0.0130906
chr1_hap1	1020000	1040000	0.0151672
chr1_hap1	1040000	1060000	0.0159396
chr1_hap1	1060000	1080000	0.0188469
chr1_hap1	1080000	1100000	0.0218933
chr1_hap1	1100000	1120000	0.0169305
chr1_hap1	1120000	1140000	0.0178186
chr1_hap1	1140000	1160000	
chr1_hap1	1160000	1180000	0.0178094
chr1_hap1	1180000	1200000	0.0200973
chr1_hap1	1200000	1220000	0.0122069
chr1_hap1	1220000	1240000	0.0148555
chr1_hap1	1240000	1260000	0.0146389
chr1_hap1	1260000	1280000	0.0161903
chr1_hap1	1280000	1300000	0.014568
chr1_hap1	1300000	1320000	0.0157049
chr1_hap1	1320000	1340000	0.0148136
chr1_hap1	1340000	1360000	0.0120199
chr1_hap1	1360000	1380000	0.0163116
chr1_hap1	1380000	1400000	0.0129568
chr1_hap1	1400000	1420000	0.014169
chr1_hap1	1420000	1440000	0.0153899
chr1_hap1	1440000	1460000	0.0119572
chr1_hap1	1460000	1480000	0.0153445
chr1_hap1	1480000	1500000	0.0136594
chr1_hap1	1500000	1520000	0.0148879
chr1_hap1	1520000	1540000	0.0163618
chr1_hap1	1540000	1560000	0.0129759
chr1_hap1	1560000	1580000	0.0145468
chr1_hap1	1580000	1600000	0.0146495
chr1_hap1	1600000	1620000	0.013537
chr1_hap1	1620000	1640000	0.0130232
chr1_hap1	1640000	1660000	0.0147479
chr1_hap1	1660000	1680000	0.0133068
chr1_hap1	1680000	1700000	0.0139359
chr1_hap1	1700000	1720000	0.0140237
chr1_hap1	1720000	1740000	0.0152084
chr1_hap1	1740000	1760000	0.0161556
chr1_hap1	1760000	1780000	0.0187275
chr1_hap1	1780000	1800000	0.0138257
chr1_hap1	1800000	1820000	0.015282
chr1_hap1	1820000	1840000	0.0146932
