chrom	start	end	weight
chr1_hap1	0	20000	0.380021
chr1_hap1	20000	40000	0.450879
chr1_hap1	40000	60000	0.299462
chr1_hap1	60000	80000	
chr1_hap1	80000	100000	
chr1_hap1	100000	120000	
chr1_hap1	120000	140000	
chr1_hap1	140000	160000	
chr1_hap1	160000	180000	
chr1_hap1	180000	200000	
chr1_hap1	200000	220000	0.196109
chr1_hap1	220000	240000	0.669814
chr1_hap1	240000	260000	0.0925305
chr1_hap1	260000	280000	0.221788
chr1_hap1	280000	300000	0.229186
chr1_hap1	300000	320000	
chr1_hap1	320000	340000	0.212129
chr1_hap1	340000	360000	0.159075
chr1_hap1	360000	380000	0.472581
chr1_hap1	380000	400000	0.37659
chr1_hap1	400000	420000	0.14959
chr1_hap1	420000	440000	0.118454
chr1_hap1	440000	460000	0.138649
chr1_hap1	460000	480000	0.224966
chr1_hap1	480000	500000	0.219424
chr1_hap1	500000	520000	0.300415
chr1_hap1	520000	540000	0.151281
chr1_hap1	540000	560000	0.105905
chr1_hap1	560000	580000	0.200386
chr1_hap1	580000	600000	
chr1_hap1	600000	620000	0.183804
chr1_hap1	620000	640000	0.115835
chr1_hap1	640000	660000	0.168004
chr1_hap1	660000	680000	0.0948628
chr1_hap1	680000	700000	0.144478
chr1_hap1	700000	720000	0.0947765
chr1_hap1	720000	740000	0.131176
chr1_hap1	740000	760000	0.199517
chr1_hap1	760000	780000	0.291188
chr1_hap1	780000	800000	0.331401
chr1_hap1	800000	820000	0.0814155
chr1_hap1	820000	840000	0.2065
chr1_hap1	840000	860000	0.166882
chr1_hap1	860000	880000	0.0976018
chr1_hap1	880000	900000	0.143323
chr1_hap1	900000	920000	0.357046
chr1_hap1	920000	940000	0.1783
chr1_hap1	940000	960000	0.32073
chr1_hap1	960000	980000	0.241533
chr1_hap1	980000	1000000	0.121952
chr1_hap1	1000000	1020000	0.101413
chr1_hap1	1020000	1040000	0.475447
chr1_hap1	1040000	1060000	
chr1_hap1	1060000	1080000	
chr1_hap1	1080000	1100000	
chr1_hap1	1100000	1120000	
chr1_hap1	1120000	1140000	0.0848025
chr1_hap1	1140000	1160000	0.203309
chr1_hap1	1160000	1180000	0.0852695
chr1_hap1	1180000	1200000	0.125324
chr1_hap1	1200000	1220000	0.150878
chr1_hap1	1220000	1240000	0.22086
chr1_hap1	1240000	1260000	0.383946
chr1_hap1	1260000	1280000	0.235855
chr1_hap1	1280000	1300000	0.197319
chr1_hap1	1300000	1320000	0.228664
chr1_hap1	1320000	1340000	0.423921
chr1_hap1	1340000	1360000	0.102163
chr1_hap1	1360000	1380000	0.140739
chr1_hap1	1380000	1400000	0.146281
chr1_hap1	1400000	1420000	
chr1_hap1	1420000	1440000	
chr1_hap1	1440000	1460000	
chr1_hap1	1460000	1480000	
chr1_hap1	1480000	1500000	
chr1_hap1	1500000	1520000	
chr1_hap1	1520000	1540000	
chr1_hap1	1540000	1560000	
chr1_hap1	1560000	1580000	0.329234
chr1_hap1	1580000	1600000	
chr1_hap1	1600000	1620000	
chr1_hap1	1620000	1640000	
chr1_hap1	1640000	1660000	
chr1_hap1	1660000	1680000	
chr1_hap1	1680000	1700000	
chr1_hap1	1700000	1720000	
chr1_hap1	1720000	1740000	0.33947
chr1_hap1	1740000	1760000	
chr1_hap1	1760000	1780000	0.441121
chr1_hap1	1780000	1800000	0.378606
chr1_hap1	1800000	1820000	0.171565
chr1_hap1	1820000	1840000	0.454744
chr1_hap1	1840000	1860000	0.284322
chr1_hap1	1860000	1880000	0.380107
chr1_hap1	1880000	1900000	0.202349
chr1_hap1	1900000	1920000	0.277617
chr1_hap1	1920000	1940000	
chr1_hap1	1940000	1960000	
chr1_hap1	1960000	1980000	
chr1_hap1	1980000	2000000	
chr1_hap1	2000000	2020000	
chr1_hap1	2020000	2040000	
chr1_hap1	2040000	2060000	
chr1_hap1	2060000	2080000	
