telo_id	chr_display	arm	hap	chr_type	total_bp	hifi_correct_pct	ont_correct_pct	hifi_error_pct	ont_error_pct	hifi_correct_excl_rpt_pct	ont_correct_excl_rpt_pct	hifi_error_excl_rpt_pct	ont_error_excl_rpt_pct
chr1_p_hap1	chr1	p	hap1	metacentric	4535	99.49283351708931	99.49283351708931	0.5071664829106947	0.5071664829106947	99.49283351708931	99.49283351708931	0.5071664829106947	0.5071664829106947
chr1_q_hap1	chr1	q	hap1	metacentric	5545	100.0	31.379621280432822	0.0	0.0	100.0	31.379621280432822	0.0	0.0
chr2_p_hap1	chr2	p	hap1	submetacentric	9719	26.17553246218747	99.02253318242617	0.010289124395513941	0.8334190760366292	99.96070726915521	99.16537867078826	0.03929273084479371	0.8346213292117466
chr2_q_hap1	chr2	q	hap1	submetacentric	11827	20.53775259998309	99.88162678616725	3.449733660268876	0.0	67.43475846751804	100.0	11.3270405330372	0.0
chr3_p_hap1	chr3	p	hap1	metacentric	3305	64.11497730711045	72.61724659606656	35.885022692889564	0.0	64.11497730711045	72.61724659606656	35.885022692889564	0.0
chr3_q_hap1	chr3	q	hap1	metacentric	4361	100.0	99.93120843843155	0.0	0.0	100.0	99.93120843843155	0.0	0.0
chr4_p_hap1	chr4	p	hap1	submetacentric	8541	27.0343051164969	100.0	27.221636810677907	0.0	49.827362969356926	100.0	50.172637030643074	0.0
chr4_q_hap1	chr4	q	hap1	submetacentric	10835	0.0	100.0	0.0	0.0	0.0	100.0	0.0	0.0
chr5_p_hap1	chr5	p	hap1	submetacentric	11210	46.89562890276539	97.85905441570026	0.06244424620874219	0.0	99.86702127659575	100.0	0.13297872340425532	0.0
chr5_q_hap1	chr5	q	hap1	submetacentric	11348	58.60944659851957	99.99118787451533	0.62566090941135	0.008812125484666901	98.82615156017832	99.99118787451533	1.0549777117384844	0.008812125484666901
chr6_p_hap1	chr6	p	hap1	submetacentric	5540	100.0	1.5342960288808665	0.0	0.0	100.0	1.5342960288808665	0.0	0.0
chr6_q_hap1	chr6	q	hap1	submetacentric	4731	94.715704924963	18.43162122172902	1.1625449165081378	0.0	95.23910733262485	18.545299872394725	1.1689691817215728	0.0
chr7_p_hap1	chr7	p	hap1	submetacentric	6013	99.98336936637286	90.00498919008815	0.016630633627141192	0.0	99.98336936637286	90.00498919008815	0.016630633627141192	0.0
chr7_q_hap1	chr7	q	hap1	submetacentric	4045	99.33250927070458	45.26576019777503	0.6674907292954265	0.6427688504326329	99.33250927070458	45.27695351137488	0.6674907292954265	0.6429277942631058
chr8_p_hap1	chr8	p	hap1	submetacentric	1029	81.92419825072886	84.64528668610302	18.075801749271136	0.1943634596695821	81.92419825072886	85.55992141453831	18.075801749271136	0.19646365422396855
chr8_q_hap1	chr8	q	hap1	submetacentric	4110	99.87834549878345	99.92700729927007	0.072992700729927	0.0	99.9269717624148	99.92700729927007	0.0730282375851996	0.0
chr9_p_hap1	chr9	p	hap1	submetacentric	7798	57.591690176968456	25.352654526801743	0.0	0.012823800974608873	57.591690176968456	25.352654526801743	0.0	0.012823800974608873
chr9_q_hap1	chr9	q	hap1	submetacentric	5938	99.5453014482991	95.2509262377905	0.0	0.0	100.0	95.2509262377905	0.0	0.0
chr10_p_hap1	chr10	p	hap1	submetacentric	9652	52.465810194778285	99.86531288852052	7.5528387898881055	0.010360547036883548	87.41584671154841	99.9896265560166	12.58415328845158	0.01037344398340249
chr10_q_hap1	chr10	q	hap1	submetacentric	11130	59.91913746630728	98.58939802336029	0.03593890386343217	0.0	99.94005694590139	100.0	0.05994305409860632	0.0
chr11_p_hap1	chr11	p	hap1	submetacentric	4368	100.0	83.17307692307693	0.0	0.022893772893772892	100.0	83.17307692307693	0.0	0.022893772893772892
chr11_q_hap1	chr11	q	hap1	submetacentric	6055	83.35260115606935	58.82741535920727	16.647398843930635	0.0	83.35260115606935	58.82741535920727	16.647398843930635	0.0
chr12_p_hap1	chr12	p	hap1	submetacentric	14037	39.42437842843913	88.55168483294152	4.124812994229536	0.0	90.52838213643057	100.0	9.471617863569442	0.0
chr12_q_hap1	chr12	q	hap1	submetacentric	15891	0.07551444213705871	72.06594927946637	0.0	0.0	100.0	100.0	0.0	0.0
chr13_p_hap1	chr13	p	hap1	acrocentric	10985	12.608101957214382	99.84524351388256	0.0	0.027309968138370506	100.0	99.97265518184304	0.0	0.027344818156959255
chr13_q_hap1	chr13	q	hap1	acrocentric	7818	27.42389357892044	99.68022512151445	44.25684318239959	0.31977487848554614	27.42389357892044	99.68022512151445	44.25684318239959	0.31977487848554614
chr14_p_hap1	chr14	p	hap1	acrocentric	758	100.0	5.804749340369393	0.0	94.1952506596306	100.0	5.804749340369393	0.0	94.1952506596306
chr14_q_hap1	chr14	q	hap1	acrocentric	4698	39.123031077054065	99.87228607918263	58.769689229459345	0.0	39.96520982822352	99.87228607918263	60.03479017177648	0.0
chr15_p_hap1	chr15	p	hap1	acrocentric	16956	12.166784619013917	70.51781080443502	0.5130927105449399	0.0	47.05748175182482	100.0	1.9844890510948905	0.0
chr15_q_hap1	chr15	q	hap1	acrocentric	11853	33.628617227706066	99.50223572091453	2.1007339913945837	0.0	94.12042502951594	100.0	5.879574970484061	0.0
chr16_p_hap1	chr16	p	hap1	metacentric	13884	36.07749927974647	99.99279746470758	4.069432440218957	0.007202535292422933	89.86365267312523	99.99279746470758	10.136347326874775	0.007202535292422933
chr16_q_hap1	chr16	q	hap1	metacentric	10992	49.34497816593886	99.872634643377	7.2234352256186325	0.0	87.23062077838534	100.0	12.769379221614669	0.0
chr17_p_hap1	chr17	p	hap1	submetacentric	4853	99.8557593241294	78.09602307850814	0.0	0.0	99.8557593241294	78.09602307850814	0.0	0.0
chr17_q_hap1	chr17	q	hap1	submetacentric	5670	82.55731922398589	97.95414462081129	17.354497354497354	0.0	82.63018534863194	97.95414462081129	17.36981465136805	0.0
chr18_p_hap1	chr18	p	hap1	submetacentric	1570	100.0	100.0	0.0	0.0	100.0	100.0	0.0	0.0
chr18_q_hap1	chr18	q	hap1	submetacentric	2073	74.86734201640135	36.420646406174626	25.03617945007236	0.43415340086830684	74.86734201640135	36.420646406174626	25.03617945007236	0.43415340086830684
chr19_p_hap1	chr19	p	hap1	metacentric	4772	90.92623637887678	83.38222967309305	6.014249790444258	0.020955574182732608	90.92623637887678	83.38222967309305	6.014249790444258	0.020955574182732608
chr19_q_hap1	chr19	q	hap1	metacentric	5335	99.94376757263356	41.57450796626054	0.03748828491096533	0.0	99.94376757263356	41.57450796626054	0.03748828491096533	0.0
chr20_p_hap1	chr20	p	hap1	metacentric	1100	100.0	99.90909090909092	0.0	0.09090909090909091	100.0	99.90909090909092	0.0	0.09090909090909091
chr20_q_hap1	chr20	q	hap1	metacentric	6020	91.64451827242524	2.425249169435216	1.744186046511628	0.0	91.84285000832362	2.425249169435216	1.7479607125020808	0.0
chr21_p_hap1	chr21	p	hap1	acrocentric	19222	0.0	67.68286338570388	0.0	0.005202372281760483	0.0	99.99231419568058	0.0	0.007685804319422027
chr21_q_hap1	chr21	q	hap1	acrocentric	9939	53.456082100814974	99.85914075862763	5.241976053928966	0.0	91.06959204662324	100.0	8.930407953376756	0.0
chr22_p_hap1	chr22	p	hap1	acrocentric	13575	3.3664825046040514	82.75506445672191	0.20626151012891344	0.007366482504604051	94.22680412371133	99.99109924343568	5.77319587628866	0.008900756564307966
chr22_q_hap1	chr22	q	hap1	acrocentric	11347	1.5775094738697453	99.87661937075879	4.256631708821715	0.0	27.0392749244713	100.0	72.9607250755287	0.0
chrX_p_hap1	chrX	p	hap1	submetacentric	11223	38.0112269446672	77.54611066559744	61.979862781787396	11.333867949746057	38.0112269446672	87.24812030075188	61.979862781787396	12.75187969924812
chrX_q_hap1	chrX	q	hap1	submetacentric	12397	0.0	99.77413890457369	0.0	0.0	0.0	100.0	0.0	0.0
chr1_p_hap2	chr1	p	hap2	metacentric	9286	25.59767391772561	18.51173810036614	12.007322851604565	0.0	25.59767391772561	18.51173810036614	12.007322851604565	0.0
chr1_q_hap2	chr1	q	hap2	metacentric	5011	100.0	31.77010576731191	0.0	0.0	100.0	31.77010576731191	0.0	0.0
chr2_p_hap2	chr2	p	hap2	submetacentric	7648	28.59571129707113	99.94769874476988	1.4252092050209206	0.05230125523012552	44.852337981952424	99.94769874476988	2.235438884331419	0.05230125523012552
chr2_q_hap2	chr2	q	hap2	submetacentric	14862	28.286906203741086	92.49091643116674	3.088413403310456	0.006728569506122999	89.71404182671789	99.99272568560413	9.795134443021766	0.007274314395868189
chr3_p_hap2	chr3	p	hap2	metacentric	2869	100.0	92.92436388985709	0.0	0.0	100.0	92.92436388985709	0.0	0.0
chr3_q_hap2	chr3	q	hap2	metacentric	2127	100.0	96.14480488951574	0.0	0.0	100.0	96.14480488951574	0.0	0.0
chr4_p_hap2	chr4	p	hap2	submetacentric	9196	100.0	17.496737712048716	0.0	0.01087429317094389	100.0	17.517691888949376	0.0	0.010887316276537834
chr4_q_hap2	chr4	q	hap2	submetacentric	2253	99.8224589436307	1.020861074123391	0.17754105636928538	0.044385264092321346	99.8224589436307	1.020861074123391	0.17754105636928538	0.044385264092321346
chr5_p_hap2	chr5	p	hap2	submetacentric	10352	54.58848531684699	99.99034003091191	3.535548686244204	0.009659969088098918	93.91723450224364	99.99034003091191	6.082765497756356	0.009659969088098918
chr5_q_hap2	chr5	q	hap2	submetacentric	9167	49.24184575106359	99.9890913057707	16.821206501581763	0.010908694229300754	74.52534257883441	99.9890913057707	25.4581475978207	0.010908694229300754
chr6_p_hap2	chr6	p	hap2	submetacentric	3653	99.23350670681631	28.85299753627156	0.7391185327128388	0.7391185327128388	99.23350670681631	28.85299753627156	0.7391185327128388	0.7391185327128388
chr6_q_hap2	chr6	q	hap2	submetacentric	4186	49.78499761108457	28.380315336837075	0.0716674629718108	0.0	49.79689366786141	28.380315336837075	0.07168458781362007	0.0
chr7_p_hap2	chr7	p	hap2	submetacentric	5588	47.24409448818898	69.38081603435934	52.75590551181102	0.4294917680744453	47.24409448818898	69.38081603435934	52.75590551181102	0.4294917680744453
chr7_q_hap2	chr7	q	hap2	submetacentric	4660	25.94420600858369	7.575107296137339	74.0343347639485	0.0	25.94420600858369	7.575107296137339	74.0343347639485	0.0
chr8_p_hap2	chr8	p	hap2	submetacentric	5943	100.0	28.150765606595996	0.0	0.0	100.0	28.150765606595996	0.0	0.0
