track	chrom	spearman_rho	spearman_p	pearson_r	pearson_p
gc	chr10_hap1	-0.1949279143649511	4.668132669386643e-12	-0.16485437183844284	5.470791570337167e-09
gc	chr10_hap2	-0.11945788032271362	1.4905721143855257e-05	-0.07750118681800651	0.0050567759248323395
gc	chr11_hap1	0.019085056909051788	0.505942609655736	0.0347035552109904	0.22636633796939815
gc	chr11_hap2	-0.005295005147050042	0.8533591210614906	-0.009179495886499347	0.7486381384762418
gc	chr12_hap1	0.003630160921798438	0.9000728185864109	0.0333223798110535	0.24892815149853945
gc	chr12_hap2	-0.20966672952058288	8.937776581236565e-14	-0.1694508551046544	1.9489244929401993e-09
gc	chr13_hap1	-0.13032473613172604	5.310601808866759e-05	-0.055987345929252516	0.08359827736813293
gc	chr13_hap2	-0.00916750588664892	0.7752972851205244	-0.01057965756701557	0.7418338170259611
gc	chr14_hap1	0.008206029188465226	0.8015083289282035	-0.06172031324951893	0.05841064883452902
gc	chr14_hap2	-0.0682066014871931	0.037661018118644564	0.001036918304174011	0.9748211806467305
gc	chr15_hap1	0.05072627275439827	0.1406642531419722	0.05472177588959202	0.11193912999376589
gc	chr15_hap2	-0.11431753735415642	0.0006896632303270715	-0.10216005221287763	0.0024396226275061167
gc	chr16_hap1	-0.39530578731585364	2.3079452667880698e-33	-0.27085263295535933	7.669028166363547e-16
gc	chr16_hap2	0.012209382376238562	0.7266914856266076	0.014408833575279882	0.6799716322065352
gc	chr17_hap1	-0.2180847962166514	1.7099724409177428e-09	-0.09948462457523613	0.006503669586183738
gc	chr17_hap2	-0.020999480005396465	0.5660934519773013	-0.00779463964048021	0.8313506825259236
gc	chr18_hap1	-0.007685672642275543	0.8390343417735668	0.06279446336797048	0.09666440081087938
gc	chr18_hap2	-0.0846979613865536	0.024927382828896633	-0.1101850185320304	0.003489151591852553
gc	chr19_hap1	-0.26189618395668224	1.929010725804715e-10	-0.15049977664745573	0.0002999756454878914
gc	chr19_hap2	-0.4387968818059924	2.6577311388327366e-29	-0.3272541391393441	2.871345718526367e-16
gc	chr1_hap1	-0.18727840887409472	4.235387820411032e-18	-0.1154152008733096	1.0669386572531236e-07
gc	chr1_hap2	-0.018906903285559596	0.3904899626166717	-0.012125827982654281	0.5818312788913202
gc	chr20_hap1	-0.03645509047956812	0.37391856954090996	-0.02542314487403514	0.5352730196246324
gc	chr20_hap2	0.049470753716213456	0.2391365731442259	0.051496784711205126	0.22041719699168244
gc	chr21_hap1	-0.06358164496865258	0.20503359573707963	0.0301498308295351	0.5481800720017536
gc	chr21_hap2	0.0003405686719095337	0.9948406547977603	0.015430722828438765	0.7695235161139959
gc	chr22_hap1	-0.25982850859341877	4.430079927405592e-08	-0.11066871554287656	0.021565624630624065
gc	chr22_hap2	0.014594201308432862	0.7562072404288988	-0.001138112992848517	0.9806850946465163
gc	chr2_hap1	0.0316117478571614	0.14219214358151624	0.00786067297511885	0.7152074856465371
gc	chr2_hap2	-0.21892057382683416	1.3633039314224184e-24	-0.16107769458271265	6.934559674530942e-14
gc	chr3_hap1	-0.01719774604867147	0.4741930083658713	0.00036228027432031167	0.9879723835137171
gc	chr3_hap2	-0.006178774946337319	0.7979560852546264	-0.02044849340480142	0.39683724193677705
gc	chr4_hap1	-0.02489549368922669	0.30480975904951896	-0.014206691997944861	0.5581927464851019
gc	chr4_hap2	0.02026086156685036	0.39387557071559876	0.0353158807135559	0.1371572367279086
gc	chr5_hap1	-0.032815960291118364	0.17586394822160495	-0.00733874628293666	0.7621696870960554
gc	chr5_hap2	-0.02577473941022908	0.29233968050937065	0.020615469284544503	0.39968984306427785
gc	chr6_hap1	0.000732548941046076	0.977166846785843	0.0033426355966265763	0.8960928166038805
gc	chr6_hap2	-0.06154952164877584	0.01497725259627389	-0.04301208804891645	0.08925220891770105
gc	chr7_hap1	-0.020783013622409238	0.4355123961860581	-0.026525318263416777	0.31958231768441586
gc	chr7_hap2	0.0075895266301742705	0.7776354462649738	-0.0012121681664817056	0.9640248709247042
gc	chr8_hap1	0.006413320018808788	0.8214332052322906	-0.024226192958801948	0.3938249559471107
gc	chr8_hap2	0.026261127411275863	0.35511012945533027	0.026244904567908393	0.3554075317952733
gc	chr9_hap1	-0.011996688898259876	0.6744964674340759	-0.008060946138795419	0.7777937746484885
gc	chr9_hap2	-0.021444100020488695	0.44839173036004065	-0.007315739430803171	0.795942198340357
gc	chrX_hap1	-0.032676173470821454	0.3095687471641263	0.01183198219872928	0.7129832478958319
gc	chrX_hap2	-0.0914437630811363	0.0014712060301547464	-0.04984960122000083	0.08342465108731556
