track	chrom	spearman_rho	spearman_p	pearson_r	pearson_p
gc	chr10_hap1	-0.7115506927492482	0.0	-0.6765465211228723	0.0
gc	chr11_hap1	-0.7802325699534018	0.0	-0.7672542363645308	0.0
gc	chr12_hap1	-0.8039687039852408	0.0	-0.7842211709957666	0.0
gc	chr13_hap1	-0.7077039129235315	1.2450683467242369e-287	-0.7405568887811913	0.0
gc	chr14_hap1	-0.714109790498952	1.1215385380144712e-266	-0.665121127208097	9.083434156444998e-219
gc	chr15_hap1	-0.5879554300160982	5.075863402380148e-143	-0.5511891912484325	2.1544290011215831e-122
gc	chr16_hap1	-0.7125070853364404	3.8966737906009485e-222	-0.6719252756836709	1.4049275197576344e-188
gc	chr17_hap1	-0.6332047565392491	3.1331235909428262e-170	-0.6308165126749178	1.398962323092223e-168
gc	chr18_hap1	-0.7386104344008411	2.458640641480445e-253	-0.7105153514786071	5.254467311683958e-226
gc	chr19_hap1	-0.7167014924117452	2.482244748803064e-167	-0.6581323960172228	3.3928105158796085e-132
gc	chr1_hap1	-0.7395735403832661	0.0	-0.7072728347232908	0.0
gc	chr20_hap1	-0.7179898089974485	1.389645759487737e-187	-0.6897511296427303	2.148267257749024e-167
gc	chr21_hap1	-0.4265513472237323	2.1917068751688462e-30	-0.3245874776494614	1.4678165208200092e-17
gc	chr22_hap1	-0.4420565730956047	1.4450510101922771e-33	-0.28660966757588807	3.426724828117164e-14
gc	chr2_hap1	-0.7017453622123994	0.0	-0.6697300088134215	0.0
gc	chr3_hap1	-0.6953823472381653	0.0	-0.7025915939751668	0.0
gc	chr4_hap1	-0.7215582145737937	0.0	-0.7082412739523598	0.0
gc	chr5_hap1	-0.7098054204069854	0.0	-0.6947057408081976	0.0
gc	chr6_hap1	-0.719871532467933	0.0	-0.6981771028194708	0.0
gc	chr7_hap1	-0.8171537920375096	0.0	-0.7891323241772762	0.0
gc	chr8_hap1	-0.7717149597630161	0.0	-0.723948794181333	0.0
gc	chr9_hap1	-0.7311592227026011	0.0	-0.7163356692909064	0.0
gc	chrX_hap1	0.09638099095655742	1.6817622521555666e-07	0.06417092661052498	0.000504029652511744
