chrom	spearman_rho	spearman_p	pearson_r	pearson_p	delta
chr10_hap2	0.18966667694905717	1.0197254381687072e-11	0.20196220862623548	4.0532766614469416e-13	0.7440150000000001
chr11_hap2	0.22649591511296663	3.164714682526067e-16	0.25179598467097725	8.388786173403308e-20	0.69336
chr12_hap2	0.19476254675237042	1.712465566514247e-12	0.23455071194633076	1.39633353094723e-17	0.74961
chr13_hap2	0.3429665183109556	1.5717273994277386e-27	0.2988121170468618	5.515055268868735e-21	0.53711
chr14_hap2	0.3473787225380889	1.0373490726498013e-25	0.35375659840473306	1.1523778191784452e-26	0.724275
chr15_hap2	0.2968817658293066	4.9554232651932664e-17	0.39010768574612	3.2606641130090585e-29	0.83848
chr16_hap2	0.32034471227384026	1.2060915071032487e-18	0.4080450018119947	2.9176029413035725e-30	0.8395900000000001
chr17_hap2	0.2763540306575548	1.059175716357266e-14	0.378418562538803	4.0836591054737124e-27	0.78066
chr18_hap2	0.3936799699181848	1.1666630933327705e-28	0.37175417207414574	1.6658571531692076e-25	0.67593
chr19_hap2	0.3000491878633461	2.6698567852166417e-12	0.30321226854966166	1.5329791454876978e-12	0.24244
chr1_hap2	0.2169780496111466	2.028615927877295e-24	0.2465862985661508	2.8651058328041543e-31	0.7112799999999999
chr20_hap2	0.20277969874550036	6.808517937552219e-07	0.19687364574067334	1.4417451132913107e-06	0.37573999999999996
chr21_hap2	0.35757396415347165	2.504071989555774e-11	0.19941942644776217	0.0002786039868214212	0.72367
chr22_hap2	0.19490035967056718	0.00039265942580023845	0.3202074926662577	3.124725756404894e-09	0.50919
chr2_hap2	0.28339369192022873	4.035775181245568e-44	0.28518936507927023	1.1062952122222013e-44	0.7155
chr3_hap2	0.2623491835101266	5.81245392866168e-32	0.29773812067829164	4.334269287099489e-41	0.80806
chr4_hap2	0.4178938506112999	1.1017176876148471e-79	0.3815334747476238	1.1908519755765964e-65	0.75011
chr5_hap2	0.32075624165994043	6.2910755378211035e-43	0.2963036907051158	1.341326989540526e-36	0.6510199999999999
chr6_hap2	0.2785797910431662	4.503309596703142e-31	0.25189005043828866	1.5871849425778902e-25	0.5776300000000001
chr7_hap2	0.10668032238547465	3.709727692528218e-05	0.12162416631403052	2.517325626685853e-06	0.65063
chr8_hap2	0.24301056261336068	3.47197073577617e-20	0.24516108238135423	1.5827204578194175e-20	0.78006
chr9_hap2	0.3604922309656772	1.221585475470042e-34	0.35664469286086087	6.857173051819274e-34	0.71875
chrX_hap2	0.03691282685172643	0.15805521999783798	-0.0021382151373305373	0.9348509719931903	0.05314
