track	chrom	spearman_rho	spearman_p	pearson_r	pearson_p
gc	chr10_hap2	-0.7478705751615037	3.7052425164107765e-227	-0.70873711788096	9.530738581464075e-194
gc	chr11_hap2	-0.8125464946251679	2.784172774688061e-299	-0.7966865218386697	2.401368967168246e-279
gc	chr12_hap2	-0.83081457278322	0.0	-0.8108778751952026	5.501156557017214e-302
gc	chr13_hap2	-0.7395115726654184	1.2785858915322728e-164	-0.7709821214463337	2.219405805389493e-187
gc	chr14_hap2	-0.7372496055225337	9.197806446881614e-148	-0.6869944284384901	1.091202689802586e-120
gc	chr15_hap2	-0.6466796963486995	8.161356508709846e-92	-0.6174556620522909	1.354148618020419e-81
gc	chr16_hap2	-0.7579854479838791	2.2552551005203457e-135	-0.7176636696543406	6.099540067024709e-115
gc	chr17_hap2	-0.6786470249041399	5.094917104478719e-103	-0.6782932295313754	7.125524449101689e-103
gc	chr18_hap2	-0.7762425303740252	5.186839544521768e-149	-0.7458100358259279	1.8992862504237035e-131
gc	chr19_hap2	-0.7238050156645972	1.1167103147986451e-85	-0.654567305400693	4.7974719949467414e-65
gc	chr1_hap2	-0.7723142314137321	0.0	-0.7408980666607925	0.0
gc	chr20_hap2	-0.7534580171413582	3.635870426144035e-109	-0.7281954296385729	1.5064465275220528e-98
gc	chr21_hap2	-0.4635723607791442	7.030751980803925e-19	-0.34840310979270667	8.570458466425042e-11
gc	chr22_hap2	-0.5300009918364283	4.427999810417805e-25	-0.47863658552957816	3.97304081811595e-20
gc	chr2_hap2	-0.733008978916901	0.0	-0.70051095318918	0.0
gc	chr3_hap2	-0.7277369903973933	2.2925e-320	-0.7326077976411692	0.0
gc	chr4_hap2	-0.7599660687864105	0.0	-0.7375675536311368	7.762e-320
gc	chr5_hap2	-0.7367739433951175	1.0399833286220277e-297	-0.7233802447693414	6.8224170795361184e-282
gc	chr6_hap2	-0.7490968310655994	6.711137450782051e-300	-0.7281502249059756	2.8731462099740284e-275
gc	chr7_hap2	-0.8443964334961136	0.0	-0.8141175346551508	0.0
gc	chr8_hap2	-0.8082254878117687	2e-322	-0.7554897480745285	6.420337888248501e-258
gc	chr9_hap2	-0.7618719669720233	1.7392498708077605e-206	-0.7357181244777389	1.7577126776500543e-185
gc	chrX_hap2	0.10344683556360139	7.328198717693229e-05	0.0710123763116472	0.006563721040864817
