track	chrom	spearman_rho	spearman_p	pearson_r	pearson_p
gc	chr10_hap2	-0.7127208558488397	0.0	-0.6767974920789249	0.0
gc	chr11_hap2	-0.784194383975614	0.0	-0.7683153005996213	0.0
gc	chr12_hap2	-0.8035962119408979	0.0	-0.7832588723681229	0.0
gc	chr13_hap2	-0.7099258456265926	2.1980346192543044e-290	-0.7405724318216214	0.0
gc	chr14_hap2	-0.7119553103710599	1.9601567366799747e-265	-0.659827029325742	5.317309783749024e-215
gc	chr15_hap2	-0.5968933545482135	1.115844893680593e-147	-0.5633757172012812	2.796587616268236e-128
gc	chr16_hap2	-0.7308405808068429	4.0068394289609065e-239	-0.6931354086966123	2.813340197172954e-205
gc	chr17_hap2	-0.6474743617352071	4.2400295442529384e-179	-0.6455940659175976	9.737886491205043e-178
gc	chr18_hap2	-0.7395308946462915	4.0525002459272215e-254	-0.7089493026196245	1.991568036915054e-224
gc	chr19_hap2	-0.7137467251151296	4.883230613302912e-165	-0.6309962461348265	3.0772875426278543e-118
gc	chr1_hap2	-0.7459010217041624	0.0	-0.7161698981975918	0.0
gc	chr20_hap2	-0.7138858991615685	5.814219458605501e-185	-0.6893673572397758	1.47861667669898e-167
gc	chr21_hap2	-0.43603098461684686	8.92979005506031e-32	-0.3364723209577932	8.418376698238472e-19
gc	chr22_hap2	-0.49325058353254264	2.8257580604180113e-41	-0.4524681396438064	3.198022418689714e-34
gc	chr2_hap2	-0.6999063975000698	0.0	-0.6685775993496539	0.0
gc	chr3_hap2	-0.6961464688942285	0.0	-0.7035958870514933	0.0
gc	chr4_hap2	-0.7237253758352241	0.0	-0.7084916098050343	0.0
gc	chr5_hap2	-0.7046162491706406	0.0	-0.6938928094615792	0.0
gc	chr6_hap2	-0.7210303769121897	0.0	-0.6991657831534402	0.0
gc	chr7_hap2	-0.815986087430545	0.0	-0.787427268040824	0.0
gc	chr8_hap2	-0.7734952863306407	0.0	-0.7260836593277087	0.0
gc	chr9_hap2	-0.7286956435131187	0.0	-0.7143085017171522	0.0
gc	chrX_hap2	0.0927956666424575	4.796619434977309e-07	0.0634148222594089	0.0005895808040487053
