track	chrom	spearman_rho	spearman_p	pearson_r	pearson_p
gc	chr10_hap1	-0.6569565107961933	0.0	-0.628180264211017	0.0
gc	chr11_hap1	-0.736054647906016	0.0	-0.727249174591825	0.0
gc	chr12_hap1	-0.763074044467157	0.0	-0.7465746112483003	0.0
gc	chr13_hap1	-0.647967779550154	0.0	-0.6826451073191064	0.0
gc	chr14_hap1	-0.6697680244766461	0.0	-0.6247237262611566	0.0
gc	chr15_hap1	-0.5277126998249079	5.243972567382266e-274	-0.4984198399069119	5.201352042092219e-240
gc	chr16_hap1	-0.6780049407273344	0.0	-0.6413231109291256	0.0
gc	chr17_hap1	-0.5993753542970809	0.0	-0.5939850503799119	0.0
gc	chr18_hap1	-0.6818859151836221	0.0	-0.6609026994331917	0.0
gc	chr19_hap1	-0.6873378127959467	0.0	-0.6186132015723074	4.672678067696293e-281
gc	chr1_hap1	-0.7002195369200911	0.0	-0.6710675713415706	0.0
gc	chr20_hap1	-0.6658422401932331	0.0	-0.6395699116500317	0.0
gc	chr21_hap1	-0.3760459207156144	3.872304007143376e-56	-0.30391138962367925	2.5313640964618342e-36
gc	chr22_hap1	-0.4279764176223465	2.566989193388918e-76	-0.2812149032986509	4.006253278009532e-32
gc	chr2_hap1	-0.6496154816604848	0.0	-0.6252172288087612	0.0
gc	chr3_hap1	-0.644223267850104	0.0	-0.6574813091351399	0.0
gc	chr4_hap1	-0.6515275575036575	0.0	-0.6578424739340313	0.0
gc	chr5_hap1	-0.6566771906893621	0.0	-0.6497490622808098	0.0
gc	chr6_hap1	-0.6673529694919078	0.0	-0.6511158984719144	0.0
gc	chr7_hap1	-0.7664931690282649	0.0	-0.7472938857161908	0.0
gc	chr8_hap1	-0.7107437702423159	0.0	-0.6780879774921285	0.0
gc	chr9_hap1	-0.6867729108900456	0.0	-0.6831861839832569	0.0
gc	chrX_hap1	0.07537189539397163	9.921806503740912e-11	0.06032554283676965	2.2881216161463625e-07
