track	chrom	spearman_rho	spearman_p	pearson_r	pearson_p	delta	flip_recommended
coding_cov	chr10_hap2	-0.15858754386967383	6.122982527835557e-143	-0.15852501326564628	7.934139929694972e-143	-1.0	True
coding_cov	chr11_hap2	-0.21891765255304776	1.9392666499725173e-274	-0.21663447628807772	1.1899998674204793e-268	-1.0	True
coding_cov	chr12_hap2	-0.18636826596141087	3.977476703836026e-200	-0.19316937165145998	3.973499592369366e-215	-1.0	True
coding_cov	chr13_hap2	-0.2215976285462627	2.576398749582337e-210	-0.21837407847939477	3.7516633282051775e-204	-0.29400000000000004	True
coding_cov	chr14_hap2	-0.2783595954620373	7.723424016560702e-305	-0.27486253699771357	5.618642516793811e-297	-1.0	True
coding_cov	chr15_hap2	-0.26986922566383403	1.4650381579792306e-253	-0.2809617452243658	1.5236275889633536e-275	-1.0	True
coding_cov	chr16_hap2	-0.3158562841161665	0.0	-0.3325638077971279	0.0	-1.0	True
coding_cov	chr17_hap2	-0.246902414337502	2.594205824950513e-208	-0.2841175865454611	4.9039786574962655e-278	-1.0	True
coding_cov	chr18_hap2	-0.2945981313154618	2.317006413268019e-290	-0.2944102393383108	5.618212064922382e-290	-1.0	True
coding_cov	chr19_hap2	-0.23507983042445169	7.263899120266513e-135	-0.24322409337823545	1.6031342071678669e-144	-0.7795	True
coding_cov	chr1_hap2	-0.199214641321226	0.0	-0.2003570073820774	0.0	-1.0	True
coding_cov	chr20_hap2	-0.17434478422970642	1.8249361771318913e-81	-0.15559822837874243	4.563767546165999e-65	-1.0	True
coding_cov	chr21_hap2	-0.3519787491483472	3.38212800216153e-190	-0.34243498602860506	1.7709942244623686e-179	-1.0	True
coding_cov	chr22_hap2	-0.19018473190010352	1.2976579142494113e-54	-0.22027699299600056	4.3120592809847695e-73	-1.0	True
coding_cov	chr2_hap2	-0.21998745534542083	0.0	-0.2214358068087684	0.0	-1.0	True
coding_cov	chr3_hap2	-0.24068370570536035	0.0	-0.2418616781272374	0.0	-1.0	True
coding_cov	chr4_hap2	-0.1377915301571639	1.0057184361961228e-156	-0.11850714475273676	3.6860642865450196e-116	-0.4592	True
coding_cov	chr5_hap2	-0.1666053263100965	2.5013102510080795e-214	-0.1558631257594539	1.635304657129406e-187	-1.0	True
coding_cov	chr6_hap2	-0.2114579278051603	0.0	-0.20480141657479436	4.99943773147e-313	-1.0	True
coding_cov	chr7_hap2	-0.09370289543978376	2.418162285394756e-59	-0.09756952521626758	3.279326287471244e-64	-1.0	True
coding_cov	chr8_hap2	-0.21684568223373613	6.543522770669703e-295	-0.21762519059383434	4.522776725301309e-297	-1.0	True
coding_cov	chr9_hap2	-0.28678448549631097	0.0	-0.2821281509407009	0.0	-1.0	True
coding_cov	chrX_hap2	0.007106504318089653	0.22398242159728932	0.0036588038647078335	0.5312764975788392	0.0	False
