chrom	spearman_rho	spearman_p	pearson_r	pearson_p	delta
chr10_hap2	0.20183494061853413	2.913850288836797e-07	0.20864150541113824	1.1221608160687522e-07	0.696125
chr11_hap2	0.24558722350001452	3.5478533304587604e-10	0.2715802004436594	3.3696673599711184e-12	0.64168
chr12_hap2	0.2130167728684285	4.700729983001682e-08	0.2510724807158211	9.933072603062287e-11	0.5810150000000001
chr13_hap2	0.37502568613611853	2.818850136306724e-17	0.3185691606427824	1.2178634620252688e-12	0.524275
chr14_hap2	0.3656287281359528	4.778641655411479e-15	0.37526336207954314	7.932309754726823e-16	0.7147375
chr15_hap2	0.3371098676749175	1.242890759354799e-11	0.4327709325038207	6.498434239841493e-19	0.765395
chr16_hap2	0.34914635037788094	9.27862508418695e-12	0.43529476117641475	4.461261264753781e-18	0.7397549999999999
chr17_hap2	0.3217359354890627	1.5833616433956868e-10	0.41970771041294974	1.6126257272321738e-17	0.5802325
chr18_hap2	0.41349799182842745	1.2451554597796054e-16	0.39894334363628525	1.7215047484772318e-15	0.6533599999999999
chr19_hap2	0.3630330519352547	1.500694016579147e-09	0.35205644775166856	4.9555541371858804e-09	0.23867499999999997
chr1_hap2	0.2390738803387769	1.3987615663878252e-15	0.2657513441847641	5.182767181943558e-19	0.5599175
chr20_hap2	0.2219359027948199	0.0001244663267571635	0.20451255414669942	0.0004169851141422604	0.19977
chr21_hap2	0.3860534959232223	3.300786556982665e-07	0.24011580432278373	0.0019555641940029816	0.5998300000000001
chr22_hap2	0.21822448115069973	0.004997795047107706	0.3533521730809777	3.4654068854572485e-06	0.33826500000000004
chr2_hap2	0.29822994676985887	2.557711115980002e-25	0.30303126558005056	3.989571307465169e-26	0.686815
chr3_hap2	0.27823815846682626	9.308969923359167e-19	0.31470932602828594	8.230112095501692e-24	0.76677
chr4_hap2	0.4483152943492707	2.528420121015886e-47	0.40604026859486775	2.417096720630246e-38	0.667295
chr5_hap2	0.35148393001851186	1.0683266992521653e-26	0.318584705556536	5.657953641757035e-22	0.62416
chr6_hap2	0.3037456726791411	2.5241896604882373e-19	0.2721910762598562	1.1032965218305563e-15	0.5605025
chr7_hap2	0.1229414910805387	0.0007590650860659985	0.13526577739705936	0.00020902452239706846	0.32534
chr8_hap2	0.26247285604824877	1.842373230244963e-12	0.25381141856808426	1.0080542070155677e-11	0.7361725
chr9_hap2	0.39205910765919977	2.333587603558945e-21	0.3885755544271378	5.597532831898478e-21	0.698965
chrX_hap2	0.04335619730825156	0.2413698289488334	0.0019402562469784095	0.9582060408409249	0.111455
