track	chrom	spearman_rho	spearman_p	pearson_r	pearson_p	delta	flip_recommended
coding_cov	chr10_hap2	-0.20183494061853413	2.913850288836797e-07	-0.2086414989543882	1.1221618490996928e-07	-0.696125	True
coding_cov	chr11_hap2	-0.24558722350001452	3.5478533304587604e-10	-0.2715801869734371	3.369675944977925e-12	-0.64168	True
coding_cov	chr12_hap2	-0.2130167728684285	4.700729983001682e-08	-0.25107251142787673	9.933018879001669e-11	-0.5810150000000001	True
coding_cov	chr13_hap2	-0.37502568613611853	2.818850136306724e-17	-0.31856914801002834	1.2178660831257327e-12	-0.524275	True
coding_cov	chr14_hap2	-0.3656313904474433	4.776310434223223e-15	-0.3752633601270917	7.932312689912059e-16	-0.7147375	True
coding_cov	chr15_hap2	-0.3371098676749175	1.242890759354799e-11	-0.43277094801171245	6.498413567119154e-19	-0.765395	True
coding_cov	chr16_hap2	-0.34914635037788094	9.27862508418695e-12	-0.43529475473956347	4.4612668501134916e-18	-0.7397549999999999	True
coding_cov	chr17_hap2	-0.3217359354890627	1.5833616433956868e-10	-0.4197076729281157	1.6126374156038398e-17	-0.5802325	True
coding_cov	chr18_hap2	-0.41349799182842745	1.2451554597796054e-16	-0.3989433295720512	1.7215090116049955e-15	-0.6533599999999999	True
coding_cov	chr19_hap2	-0.3630330519352547	1.500694016579147e-09	-0.35205650370620756	4.955524532101228e-09	-0.23867499999999997	True
coding_cov	chr1_hap2	-0.2390738803387769	1.3987615663878252e-15	-0.2657513617875945	5.182738568612769e-19	-0.5599175	True
coding_cov	chr20_hap2	-0.2219359027948199	0.0001244663267571635	-0.2045125550481004	0.0004169850891011547	-0.19977	True
coding_cov	chr21_hap2	-0.3860534959232223	3.300786556982665e-07	-0.24011596014749848	0.0019555505345071693	-0.5998300000000001	True
coding_cov	chr22_hap2	-0.21822448115069973	0.004997795047107706	-0.3533521454796497	3.465413390490117e-06	-0.33826500000000004	True
coding_cov	chr2_hap2	-0.29822994676985887	2.557711115980002e-25	-0.3030312643296831	3.9895732561134815e-26	-0.686815	True
coding_cov	chr3_hap2	-0.27823815846682626	9.308969923359167e-19	-0.314709355392272	8.230029375110265e-24	-0.76677	True
coding_cov	chr4_hap2	-0.4483152943492707	2.528420121015886e-47	-0.4060403115500032	2.4170494712952787e-38	-0.667295	True
coding_cov	chr5_hap2	-0.35148393001851186	1.0683266992521653e-26	-0.31858470814662465	5.657949086521869e-22	-0.62416	True
coding_cov	chr6_hap2	-0.3037456726791411	2.5241896604882373e-19	-0.27219109533254826	1.1032912815673538e-15	-0.5605025	True
coding_cov	chr7_hap2	-0.1229414910805387	0.0007590650860659985	-0.135265795027662	0.0002090241198830844	-0.32534	True
coding_cov	chr8_hap2	-0.26247285604824877	1.842373230244963e-12	-0.25381138811651915	1.0080601191453638e-11	-0.7361725	True
coding_cov	chr9_hap2	-0.39205910765919977	2.333587603558945e-21	-0.3885755755421506	5.597503323985289e-21	-0.698965	True
coding_cov	chrX_hap2	0.04335619730825156	0.2413698289488334	0.0019402633441756544	0.9582058881038338	0.111455	False
