track	chrom	spearman_rho	spearman_p	pearson_r	pearson_p	delta	flip_recommended
coding_cov	chr10_hap1	-0.18455861803688617	3.8604772714303614e-11	-0.1805877884274015	1.0148440806590918e-10	-0.67739	True
coding_cov	chr11_hap1	-0.23384083543280187	3.1059343697478954e-17	-0.2410214218265557	3.0509693972579704e-18	-0.644945	True
coding_cov	chr12_hap1	-0.19095428612072893	4.574560367403643e-12	-0.21533450548695804	5.219273306011284e-15	-0.69262	True
coding_cov	chr13_hap1	-0.3496678655572319	1.275921549511196e-28	-0.28004528351891494	1.5933738443833143e-18	-0.475555	True
coding_cov	chr14_hap1	-0.3510307100944628	3.6188601795387235e-26	-0.3468514560802479	1.5069384084392306e-25	-0.66976	True
coding_cov	chr15_hap1	-0.31341030403354514	5.766930934735629e-19	-0.3788859343319185	1.2643055455862338e-27	-0.754845	True
coding_cov	chr16_hap1	-0.3311707833074302	9.217554240284246e-20	-0.4070493917595868	6.545939271569019e-30	-0.78918	True
coding_cov	chr17_hap1	-0.23891997118402164	2.6686904188969825e-11	-0.33561977531452974	2.060208042220103e-21	-0.688895	True
coding_cov	chr18_hap1	-0.3800667112665398	1.3246255743694179e-26	-0.34704417129423715	3.5835638405420068e-22	-0.60933	True
coding_cov	chr19_hap1	-0.32596579776241125	1.3841072205674867e-14	-0.34884392746674603	1.3026104193886446e-16	-0.30994999999999995	True
coding_cov	chr1_hap1	-0.22170263982517383	1.363371910249901e-25	-0.23183676883732635	6.796298210047282e-28	-0.66395	True
coding_cov	chr20_hap1	-0.2092264258517662	2.85855786836562e-07	-0.18758880178439502	4.399808253599442e-06	-0.58469	True
coding_cov	chr21_hap1	-0.36218943891230343	1.3278731464783814e-11	-0.2243541785805382	4.129693284592082e-05	-0.83691	True
coding_cov	chr22_hap1	-0.3891673953834026	1.2455918190551588e-13	-0.46850333835170477	8.645804059083156e-20	-0.819585	True
coding_cov	chr2_hap1	-0.2784673237147767	1.5121524815613605e-42	-0.2692928957520979	8.439802958915067e-40	-0.66232	True
coding_cov	chr3_hap1	-0.25852050226822804	4.874701677085033e-31	-0.27151376565702723	3.506143359895979e-34	-0.72489	True
coding_cov	chr4_hap1	-0.4218541234791693	2.544213415766026e-81	-0.3796589500919605	5.657608460968053e-65	-0.74876	True
coding_cov	chr5_hap1	-0.33140995630264936	7.0859674921619e-46	-0.2986122162835507	3.5939919428420057e-37	-0.65045	True
coding_cov	chr6_hap1	-0.2898075454658481	1.0302116492609811e-33	-0.25270806855884803	8.978633021791522e-26	-0.53896	True
coding_cov	chr7_hap1	-0.11141324444731233	1.6617555482441847e-05	-0.12801099112565292	7.324701357125404e-07	-0.6332749999999999	True
coding_cov	chr8_hap1	-0.24538215181202325	1.5058510134440285e-20	-0.24631616731474149	1.0678911130959386e-20	-0.77549	True
coding_cov	chr9_hap1	-0.36896572444889686	2.5135456316697898e-36	-0.35181013027423613	5.794828484870887e-33	-0.70706	True
coding_cov	chrX_hap1	0.044018687171409186	0.09158719676527913	0.0016491886026537127	0.9496254797890347	0.036955	False
