track	chrom	spearman_rho	spearman_p	pearson_r	pearson_p
gc	chr10_hap1	-0.7831366863871629	1.6454713338905307e-132	-0.7420422780128335	7.150008358733343e-112
gc	chr11_hap1	-0.8346127203982664	4.4361152855013204e-166	-0.8221785909743589	4.8167784202662755e-157
gc	chr12_hap1	-0.8521845120721864	7.037575050067001e-184	-0.8345514556859861	2.104751684365921e-169
gc	chr13_hap1	-0.7615159934291466	4.0108331141777034e-91	-0.7915695019418856	3.085659194049217e-103
gc	chr14_hap1	-0.7703651640473447	4.305095469546769e-85	-0.7149286635160119	4.866058384045969e-68
gc	chr15_hap1	-0.7048438880105321	6.20933499018784e-59	-0.6762729654790082	1.1835835415734825e-52
gc	chr16_hap1	-0.7786935801185916	1.7971357227866777e-74	-0.7274448127045212	1.5978051273984488e-60
gc	chr17_hap1	-0.6916862876533962	4.243130799545874e-55	-0.694278333562595	1.1528189226951574e-55
gc	chr18_hap1	-0.8077933614024513	5.0097802570923454e-86	-0.7767090797838603	1.7867481109711347e-75
gc	chr19_hap1	-0.770381158252818	2.49458795832206e-53	-0.7192710665994546	1.7009328930543153e-43
gc	chr1_hap1	-0.7982352277037373	2.478780070532481e-241	-0.7613933558947301	1.2123904917895197e-206
gc	chr20_hap1	-0.8008789564729535	1.5248116761372297e-66	-0.7666281618767302	9.723355134965091e-58
gc	chr21_hap1	-0.4613306490008569	5.069088753859081e-10	-0.3485844277856007	4.780072274367912e-06
gc	chr22_hap1	-0.5263209844048168	2.3510776207185085e-13	-0.4098647015350172	3.446017709325272e-08
gc	chr2_hap1	-0.7650387295085682	9.381745358109365e-224	-0.7334619858449335	1.521906449016424e-196
gc	chr3_hap1	-0.7504484984866034	2.773529230236453e-176	-0.7578707976336108	9.582512132692715e-182
gc	chr4_hap1	-0.7836786488520424	1.6091326176743887e-194	-0.7616720869498945	1.8922103233636772e-177
gc	chr5_hap1	-0.7702088092211505	1.0160662151111621e-171	-0.7492385689035866	1.710772046960301e-157
gc	chr6_hap1	-0.773586369412049	3.2851152560956678e-167	-0.7522459467318406	4.2827569363087257e-153
gc	chr7_hap1	-0.8683677311676022	1.3596630907071272e-227	-0.8360817882825777	3.951776029464303e-195
gc	chr8_hap1	-0.8403496076004483	2.781207827694921e-187	-0.7813392290467857	1.2227459211546169e-144
gc	chr9_hap1	-0.7973421121208304	2.6890226445463965e-120	-0.7690119770288628	7.948067680805353e-107
gc	chrX_hap1	0.10154535165371942	0.005998006499620932	0.0658375312669892	0.07525054389007968
