track	chrom	spearman_rho	spearman_p	pearson_r	pearson_p
coding_cov	chr10_hap1	-0.14083758977413552	8.440201649050161e-113	-0.13934572874327483	1.9282837492885138e-110
coding_cov	chr11_hap1	-0.20935726929596057	1.2589076151136983e-250	-0.20485469088415348	8.0098051646414e-240
coding_cov	chr12_hap1	-0.17295247071264536	2.652728050625958e-172	-0.1774651339978929	1.8985112454239617e-181
coding_cov	chr13_hap1	-0.22226684684675588	1.0522667870914571e-210	-0.21722665198400853	4.033858627067855e-201
coding_cov	chr14_hap1	-0.27026593690711936	1.2919367549571084e-285	-0.264134329314265	1.9877673326060687e-272
coding_cov	chr15_hap1	-0.2519407650618209	9.203198096596461e-221	-0.26165167467523154	1.4479787853633967e-238
coding_cov	chr16_hap1	-0.30094008080269796	2.55782284522079e-298	-0.31988894266458445	0.0
coding_cov	chr17_hap1	-0.19007847574464456	2.968125459529422e-123	-0.22496292467883855	4.0565408256910964e-173
coding_cov	chr18_hap1	-0.2748078144487586	1.0183426302856314e-251	-0.2716666222527867	8.020734152712045e-246
coding_cov	chr19_hap1	-0.23285850381618306	2.158971508558718e-132	-0.2458208593884178	8.71217505749138e-148
coding_cov	chr1_hap1	-0.18689847221273806	0.0	-0.18564697335722088	0.0
coding_cov	chr20_hap1	-0.1590633986649044	8.434734785567664e-68	-0.13698557143406453	1.3628837839966894e-50
coding_cov	chr21_hap1	-0.3453113066990809	9.424717938968486e-183	-0.33363244993876473	5.356373757701856e-170
coding_cov	chr22_hap1	-0.26733794694079005	3.9516103376777956e-112	-0.3171068083553259	2.1204926661625778e-159
coding_cov	chr2_hap1	-0.20923727199371522	0.0	-0.2071326711450139	0.0
coding_cov	chr3_hap1	-0.21615318566053565	0.0	-0.216569216964344	0.0
coding_cov	chr4_hap1	-0.12945233914924056	1.965817107500594e-138	-0.10904685216032514	1.4544896739427511e-98
coding_cov	chr5_hap1	-0.1548936702896454	4.07434657187987e-185	-0.14333352315508358	1.550414115434043e-158
coding_cov	chr6_hap1	-0.21068935343451595	0.0	-0.20387568959967597	4.71777121280453e-310
coding_cov	chr7_hap1	-0.10390114291347832	3.741086172480025e-72	-0.10642327739060987	1.2579015841704417e-75
coding_cov	chr8_hap1	-0.2214595720711133	3.677637361184521e-308	-0.22097895979104737	8.432810659054185e-307
coding_cov	chr9_hap1	-0.28176547724266865	0.0	-0.27742236450114643	0.0
coding_cov	chrX_hap1	0.01148641373985538	0.049313647543458086	0.006844727524738986	0.24142501692983598
