track	chrom	spearman_rho	spearman_p	pearson_r	pearson_p
gc	chr10_hap1	-0.006490669121319451	0.7643787136214134	-0.012642464871555207	0.5593281529832856
gc	chr10_hap2	-0.027704555663113424	0.18034007729159557	-0.033134658264287215	0.10906177347056484
gc	chr11_hap1	-0.036491382376624984	0.09456251340204538	-0.015664027548380678	0.47310724533236964
gc	chr11_hap2	-0.056499935796620826	0.009218598549713438	-0.03688022933208349	0.08934340331752344
gc	chr12_hap1	-0.09184908543845877	3.330134845035476e-05	-0.08346362985084348	0.00016364668799463212
gc	chr12_hap2	-0.09941725987921325	2.982652071811425e-06	-0.07813257017436222	0.00024419891906274794
gc	chr13_hap1	-0.053274243144222744	0.030070981573160713	-0.028478360480010255	0.24647333022527096
gc	chr13_hap2	-0.120848304776904	7.591914659815244e-07	-0.07678971230389878	0.001714816113950621
gc	chr14_hap1	0.05651854007164472	0.020110396518367605	0.04583181534760513	0.05952685372105338
gc	chr14_hap2	-0.011016237992765672	0.6586108808494344	-0.02000576623234825	0.42230208579855855
gc	chr15_hap1	-0.014839422210182841	0.5710137880395855	0.03332714970890768	0.20312755724988157
gc	chr15_hap2	-0.023641939775212794	0.3563637065943258	0.015293023624867019	0.5508006186289085
gc	chr16_hap1	-0.10412033568407611	9.612719870421175e-05	-0.06583240898505083	0.013819074103566014
gc	chr16_hap2	-0.0014519355434638628	0.9556439551303935	-0.04857397792537688	0.06262152350714546
gc	chr17_hap1	-0.013418834340817913	0.631750998440283	0.013062718706258003	0.6408263577982184
gc	chr17_hap2	-0.01248518172624771	0.6535205872158307	-0.0585012178233089	0.0352912087539578
gc	chr18_hap1	0.0021882111343107034	0.9401193758484656	-0.044852056164158424	0.12343499378610512
gc	chr18_hap2	-0.02080643914090881	0.4744507213990343	-0.048547532836400314	0.09497739258978992
gc	chr19_hap1	-0.38584012531610845	7.846667061278182e-38	-0.250222837352453	3.8600835786894796e-16
gc	chr19_hap2	-0.31759990519211023	2.859623454591252e-26	-0.2144197908245296	1.7262936316701068e-12
gc	chr1_hap1	-0.036490043325906885	0.031305657975575114	-0.02091159265111466	0.2173322320237929
gc	chr1_hap2	0.0019594125242597287	0.9086455834141005	0.012198675148933226	0.4749770407740294
gc	chr20_hap1	0.012198883657646292	0.6997333104204033	-0.0008647296892940921	0.9781898905782213
gc	chr20_hap2	0.008047521447923405	0.8017410562614727	-0.002378384409219376	0.9408448880540432
gc	chr21_hap1	-0.01387493208440101	0.7132408402484781	0.05671220768696226	0.13276660541536323
gc	chr21_hap2	-0.04245440587573859	0.2858154571635698	-0.024504645296156296	0.537969710739302
gc	chr22_hap1	-0.22205280852532988	1.3184489988189673e-09	-0.11591732243806993	0.0017061188038978675
gc	chr22_hap2	-0.3676601619137997	1.7943098941008961e-28	-0.27211895447836376	7.904521791372101e-16
gc	chr2_hap1	-0.03115013962529202	0.058348468231565316	-0.019918520833129016	0.226154632713515
gc	chr2_hap2	-0.025186614089822066	0.12717618020788388	-0.00812021146395208	0.6229313285733586
gc	chr3_hap1	-0.017685323475998712	0.3331180872648729	-0.014499744485421582	0.42748826200321305
gc	chr3_hap2	-0.027170721631295077	0.13790682140711885	-0.024261900358291885	0.185254709959037
gc	chr4_hap1	-0.09152398432825833	7.797705134833059e-07	-0.1143737481287624	6.365642865617096e-10
gc	chr4_hap2	-0.06934564568054379	0.0001167493261516126	-0.09381580392276034	1.8120372909275155e-07
gc	chr5_hap1	-0.08542446130711735	3.983366736064789e-06	-0.09144020640486175	7.877694296957327e-07
gc	chr5_hap2	-0.08345093500906967	7.287785830041933e-06	-0.09294857502333458	5.802815661458552e-07
gc	chr6_hap1	-0.08732685348951547	5.404815068518369e-06	-0.09384637481396427	1.0111736631649135e-06
gc	chr6_hap2	-0.08621353631034481	7.1148843079078e-06	-0.09303486410633266	1.2535119384662432e-06
gc	chr7_hap1	0.047959586605547715	0.018399163667248603	0.03189172092954115	0.11707834990241739
gc	chr7_hap2	0.040371360580043314	0.04906205828560048	0.03967986638313558	0.05307432266866735
gc	chr8_hap1	-0.08925040722186645	3.8200518470717206e-05	-0.09993409931751085	3.96122267227564e-06
gc	chr8_hap2	-0.05396564160866443	0.012145408735259584	-0.06718074575844647	0.0017884926081329488
gc	chr9_hap1	-0.10577677950718606	7.874693867135852e-07	-0.12431048452451725	6.247307427895783e-09
gc	chr9_hap2	-0.03365870724596558	0.11624680528424987	-0.036403815188172484	0.08933626003922118
gc	chrX_hap1	0.0007524718271282921	0.9775025293454905	-0.0379025281813519	0.1553252570185613
gc	chrX_hap2	-0.09098827021351456	0.00012871198670097794	-0.04600389515248616	0.053246897945664125
