track	chrom	spearman_rho	spearman_p	pearson_r	pearson_p	delta	flip_recommended
coding_cov	chr10_hap1	0.01662847488076492	0.4425231669297085	0.0012439617328934387	0.9541907720497993	0.10032000000000002	False
coding_cov	chr10_hap2	0.043690578903416065	0.03457098413869005	0.04351749310747728	0.03529410658194081	0.30773000000000006	False
coding_cov	chr11_hap1	-0.006350970071482189	0.7711525362375864	-0.010159962455372939	0.6417003328057456	-0.13124999999999998	True
coding_cov	chr11_hap2	-0.047766630509806424	0.027746185204020012	-0.02831233364546927	0.19222919618100923	-0.27436000000000005	True
coding_cov	chr12_hap1	-0.041468056614118703	0.0614394576205628	-0.042125818425494455	0.05743147888740877	-0.11562	True
coding_cov	chr12_hap2	-0.06279900119398422	0.0032111301143243304	-0.06745498194644428	0.0015469588803524793	-0.25433000000000006	True
coding_cov	chr13_hap1	-0.008963704626448077	0.7153196221797677	-0.01016170243988996	0.6792634942944721	0.0	False
coding_cov	chr13_hap2	-0.044221492533127967	0.07123768609223688	-0.028963293565271667	0.23752710465274943	0.0	False
coding_cov	chr14_hap1	0.014441597473737517	0.5528761125072394	0.002940410177302022	0.9038290763538559	0.05978	False
coding_cov	chr14_hap2	-0.031994358133219325	0.19931771978200688	-0.024549331044323823	0.3247583944839576	-0.05357999999999996	True
coding_cov	chr15_hap1	-0.044673194675701904	0.087942889247041	-0.052727064609907684	0.04397028236841197	-0.30466000000000004	True
coding_cov	chr15_hap2	-0.02680024659588527	0.2957599649339705	0.015683897501632404	0.5406633553813647	-0.16215999999999997	True
coding_cov	chr16_hap1	-0.0651142303304812	0.014891083536250887	-0.05810745021589009	0.029816423237896742	-0.21842000000000006	True
coding_cov	chr16_hap2	0.028825534308410467	0.2693862657131121	-0.021712472939108586	0.40548871389529834	0.11457000000000006	False
coding_cov	chr17_hap1	0.006423238647585217	0.818555830699043	0.004831212575151409	0.8630101641988273	0.09814999999999996	False
coding_cov	chr17_hap2	-0.032512561684093416	0.2423311920448137	-0.011098763524202169	0.6898726442103278	-0.023820000000000063	True
coding_cov	chr18_hap1	0.006956088953053937	0.8112602985883957	-0.02727750711936118	0.3489686204837818	0.0	False
coding_cov	chr18_hap2	-0.05725435111178779	0.048882272196538186	-0.039155988302273556	0.1781660045568899	-0.20262	True
coding_cov	chr19_hap1	-0.24600677013015992	1.23154969717863e-15	-0.19547844628148137	2.5993239797106693e-10	-0.32418	True
coding_cov	chr19_hap2	-0.14496782541338976	2.144600904086044e-06	-0.09836756828691134	0.001343057514310831	-0.26638000000000006	True
coding_cov	chr1_hap1	-0.04655205185569435	0.006005723555103012	-0.038694012670179134	0.022412121138598144	-0.17836000000000002	True
coding_cov	chr1_hap2	-0.03331244898764723	0.051011504911350626	-0.037833849981301716	0.026662963591693317	-0.12938	True
coding_cov	chr20_hap1	-0.033219119621825506	0.2934845502640387	0.03816766404869944	0.22739145845883263	0.022080000000000044	False
coding_cov	chr20_hap2	0.025685920040955514	0.4228088529772074	0.029496879496006323	0.3572951520697994	0.10770000000000002	False
coding_cov	chr21_hap1	0.016975177491244137	0.6529740943350772	0.03256053106301443	0.38834531352215557	0.0	False
coding_cov	chr21_hap2	-0.004012221744825682	0.9196884242945618	0.028076057339922876	0.48038647263735806	0.0	False
coding_cov	chr22_hap1	-0.17019359806345208	3.7591009482665716e-06	-0.03807210181670963	0.30429747899256676	-0.63249	True
coding_cov	chr22_hap2	-0.38338546038804605	5.19894391527715e-31	-0.1989712090428254	5.3086658241174086e-09	-0.6630199999999999	True
coding_cov	chr2_hap1	0.04358586893568351	0.0080626034310316	0.04248562230091843	0.009808867646249577	0.18812	False
coding_cov	chr2_hap2	0.015315008438394884	0.3537172675228466	0.015722527261814556	0.34105462860044167	0.14921999999999996	False
coding_cov	chr3_hap1	-0.00980520351018553	0.5915622592471907	-0.013026118348998295	0.47594117010737763	-0.13273000000000001	True
coding_cov	chr3_hap2	-0.03913900165620282	0.032551500922494106	-0.033638346577231866	0.06621428695404151	-0.17818	True
coding_cov	chr4_hap1	-0.039935087908685524	0.03139854742405333	-0.04573718022076027	0.013703260827759663	-0.2934	True
coding_cov	chr4_hap2	-0.05904107162053341	0.0010408660586098462	-0.0644142788851053	0.00034587130181804753	-0.37196	True
coding_cov	chr5_hap1	-0.05286782030194757	0.004355164791902633	-0.04583641379680997	0.013451751435603586	-0.14817999999999998	True
coding_cov	chr5_hap2	-0.05330367591166779	0.004211562579049571	-0.0497793152421144	0.007531094906774004	-0.33306	True
coding_cov	chr6_hap1	-0.01996934562765117	0.29916697252353847	-0.021764440588807613	0.25781484095791435	-0.09980000000000001	True
coding_cov	chr6_hap2	-0.004200131287325573	0.8271585976564809	0.013118165185497521	0.49524862081847815	-0.019500000000000017	True
coding_cov	chr7_hap1	-0.0006964059147943989	0.9727076140425961	-0.0007971491618511579	0.9687613409936248	0.03308999999999995	False
coding_cov	chr7_hap2	-0.005182294381105759	0.8006322786590141	0.0012136895633799612	0.9528392378841453	0.10626000000000008	False
coding_cov	chr8_hap1	0.009864431622749114	0.6496437496116472	0.010470322045233432	0.6296923609831828	-0.21364	True
coding_cov	chr8_hap2	-0.003929916120671153	0.8551914009252065	0.003468534336454148	0.8720361116736879	0.016739999999999977	False
coding_cov	chr9_hap1	-0.06836837945587527	0.0014389801985719352	-0.03989882946410381	0.06312833792464877	-0.39261	True
coding_cov	chr9_hap2	-0.07311968990534035	0.0006358932421417074	-0.06568907125145004	0.002155655462096956	-0.18528	True
coding_cov	chrX_hap1	-0.0024534078123616266	0.9267412055110889	0.0005371583363261937	0.983938948820724	0.0	False
coding_cov	chrX_hap2	-0.11898865703799825	5.313291574139346e-07	-0.08639433963477476	0.00027814694930136755	-0.19390000000000002	True
