track	chrom	spearman_rho	spearman_p	pearson_r	pearson_p
coding_cov	chr10_hap1	0.12126114785780816	4.653378795402756e-19	0.14735412382339907	1.80747721222508e-27
coding_cov	chr10_hap2	-0.12022400797325658	2.6657169263743252e-20	-0.13457541824681613	4.492812706309938e-25
coding_cov	chr11_hap1	-0.06956913299077759	3.876625211094675e-07	-0.05363003942243361	9.219321885455562e-05
coding_cov	chr11_hap2	-0.042993963226900654	0.0017125089022313924	-0.03367627281184385	0.014051325236935511
coding_cov	chr12_hap1	-0.05843837903325781	3.5475138240160376e-05	-0.06277653523870286	8.884209383026816e-06
coding_cov	chr12_hap2	-0.04968369441086563	0.00026014201031179183	-0.04106188230065682	0.002546887776329768
coding_cov	chr13_hap1	-0.08858180010670469	5.2878734263764876e-08	-0.092050489724217	1.5556255006689938e-08
coding_cov	chr13_hap2	-0.07174879859777579	2.197521651670227e-05	-0.07805638154733782	3.874699806642091e-06
coding_cov	chr14_hap1	-0.25512673905464284	2.886167611522195e-63	-0.26643212569285407	4.85815744932665e-69
coding_cov	chr14_hap2	-0.3064626130439502	3.7711289874800606e-91	-0.3099846344531929	2.5464994567053343e-93
coding_cov	chr15_hap1	-0.05196744859336323	0.0029269978013950044	-0.05411257244321877	0.0019463800774650439
coding_cov	chr15_hap2	-0.15544903744785732	4.979397925785092e-20	-0.17572732984142952	3.129539890076085e-25
coding_cov	chr16_hap1	-0.05481582434729562	0.0006428927766702904	-0.05766859155511771	0.0003297350920842714
coding_cov	chr16_hap2	-0.07094036898678675	4.839159672824559e-06	-0.0792227821606838	3.273396113981445e-07
coding_cov	chr17_hap1	0.0029053236635383697	0.8625401507628446	-0.005723436453423922	0.7330373979258163
coding_cov	chr17_hap2	-0.010784348068513345	0.525747829372518	-0.022780854808738885	0.18009113993395942
coding_cov	chr18_hap1	0.06080133487202593	0.002741335377701093	0.06922020687509135	0.0006471697385456392
coding_cov	chr18_hap2	0.06910217445688013	0.0005680640792315013	0.07306739524720768	0.000267704291918993
coding_cov	chr19_hap1	-0.09094865446680528	2.0194051243983776e-08	-0.09926384482934766	9.028115572487091e-10
coding_cov	chr19_hap2	-0.05226342778362971	0.0014588923854090571	-0.05255932428808593	0.0013705469538942692
coding_cov	chr1_hap1	0.0037827364633511804	0.7496428485733233	-0.006205321736462854	0.6006389081750632
coding_cov	chr1_hap2	-0.010655953103463145	0.36803828030088415	0.003027193818527221	0.798172173801121
coding_cov	chr20_hap1	-0.18283289963720128	7.742806044430038e-22	-0.2450066575489599	2.1074053317247506e-38
coding_cov	chr20_hap2	-0.15622604597069076	2.833582649372078e-15	-0.16773132804827337	2.1066156769046075e-17
coding_cov	chr21_hap1	-0.14823360814688955	3.430709987851368e-11	-0.1415168530472035	2.5589904573560836e-10
coding_cov	chr21_hap2	-0.14310455684911785	3.0938576302815494e-09	-0.14132299270307358	4.856874181824475e-09
coding_cov	chr22_hap1	-0.16159860912851745	2.2098563168934055e-13	-0.1589177738598756	5.506691644312972e-13
coding_cov	chr22_hap2	-0.38533677048225734	4.765161627202807e-103	-0.37788581687814415	7.32956735143543e-99
coding_cov	chr2_hap1	0.015323756709087342	0.17912099816239407	0.009344422665833081	0.41266362564257375
coding_cov	chr2_hap2	-0.005147173151271556	0.6507186153302109	0.014644351730345877	0.19766553945677187
coding_cov	chr3_hap1	-0.044701003895452576	0.00026481376457914335	-0.04634796752998942	0.00015556024030540275
coding_cov	chr3_hap2	-0.07126026832036013	5.028968411420276e-09	-0.08564647042902983	2.058751731483949e-12
coding_cov	chr4_hap1	-0.09682992844148079	1.6605244162337495e-15	-0.09742690018309791	1.1129247821212756e-15
coding_cov	chr4_hap2	-0.11162029799635305	6.608944845750738e-21	-0.12039032631648539	4.413334659866372e-24
coding_cov	chr5_hap1	-0.11556127793810815	1.5142665909697751e-19	-0.13613290025277797	1.4426834739860083e-26
coding_cov	chr5_hap2	0.09753710452457912	2.3220347221588957e-14	0.1059407561500915	1.1089833565608465e-16
coding_cov	chr6_hap1	0.07725683827092979	2.980238956891122e-10	0.08304375652988494	1.2590490207010482e-11
coding_cov	chr6_hap2	0.06949254720022098	2.1791787572267472e-08	0.08124565373500972	5.882922445985012e-11
coding_cov	chr7_hap1	-0.09569204109634905	5.1508198881166e-14	-0.09334573597742675	2.0942805182861455e-13
coding_cov	chr7_hap2	-0.09402349210831414	1.4531151559454644e-13	-0.09529825546521663	6.780697376357077e-14
coding_cov	chr8_hap1	0.06438895527833972	5.646264157240174e-06	0.053876621789587555	0.00014648747942257726
coding_cov	chr8_hap2	0.03562258688523912	0.011657655934523361	0.010894266644443628	0.4406048101844113
coding_cov	chr9_hap1	-0.29988259067894735	6.724571262451569e-133	-0.29073143535445567	1.131004362496728e-124
coding_cov	chr9_hap2	-0.25235856409711127	1.3114361592183797e-93	-0.24782964887519027	3.0541349137850175e-90
coding_cov	chrX_hap1	-0.021328619106595142	0.4773822289038471	-0.014178840859245236	0.6367062370343264
coding_cov	chrX_hap2	0.003676268274706445	0.8741749535069853	-0.010808221552722505	0.6415137866382753
