track	chrom	spearman_rho	spearman_p	pearson_r	pearson_p
coding_cov	chr10_hap2	-0.1812902630902771	4.4206077232564316e-48	-0.18179905474141284	2.4031491721856547e-48
coding_cov	chr11_hap2	-0.2118737057423571	2.4093033575281383e-65	-0.22410108099546572	4.414784281247604e-73
coding_cov	chr12_hap2	-0.18784404215049552	2.5119375325635815e-52	-0.20667431306823547	3.3881130055723386e-63
coding_cov	chr13_hap2	-0.2713424188700212	7.567294880476671e-81	-0.2583562509238643	3.29579858699832e-73
coding_cov	chr14_hap2	-0.3174886755550567	1.8153702258477826e-101	-0.31691992389157975	4.3129895361362507e-101
coding_cov	chr15_hap2	-0.2959941328628123	3.638683521845064e-78	-0.3399562859598956	4.7733860056517724e-104
coding_cov	chr16_hap2	-0.32321911246919866	7.267605818491881e-88	-0.36824420666248403	2.0219499511881854e-115
coding_cov	chr17_hap2	-0.24872127509365574	4.4432619337149876e-54	-0.32436228709761233	9.082187843316776e-93
coding_cov	chr18_hap2	-0.33952758213470136	1.2903978461196974e-99	-0.3337226484963084	4.226735024327173e-96
coding_cov	chr19_hap2	-0.23677334294789676	3.764721732883949e-35	-0.25522894904279547	9.440614626566877e-41
coding_cov	chr1_hap2	-0.19724208368294852	1.684343375400061e-95	-0.2118128688098757	3.625015457156833e-110
coding_cov	chr20_hap2	-0.2071121280902597	4.5409001641994294e-30	-0.181518499287355	2.2955699380214914e-23
coding_cov	chr21_hap2	-0.2612144238830717	6.0717664045419096e-27	-0.17335912665966913	1.638109691507341e-12
coding_cov	chr22_hap2	-0.20437496757797993	6.484359438740869e-17	-0.27022413312112226	8.063104228157783e-29
coding_cov	chr2_hap2	-0.25756750463594624	6.153125583453722e-175	-0.255053844579156	1.8303560864723962e-171
coding_cov	chr3_hap2	-0.2629234872917932	4.006211251218501e-153	-0.2708661791251641	9.429597473401908e-163
coding_cov	chr4_hap2	-0.35607161032117335	1.6641226956426588e-276	-0.3405487829395998	1.3405865267460127e-251
coding_cov	chr5_hap2	-0.2792704955225991	1.964827389588164e-155	-0.26385336686222877	2.3654289596014908e-138
coding_cov	chr6_hap2	-0.23460003186147696	7.97446702994468e-105	-0.2229594490013915	1.310359475242323e-94
coding_cov	chr7_hap2	-0.09991228247890355	5.24021584676539e-18	-0.10760857332725768	1.186308413012436e-20
coding_cov	chr8_hap2	-0.22337986553868458	6.018457726582711e-80	-0.22233960852150397	3.338412607342752e-79
coding_cov	chr9_hap2	-0.3163786006016061	3.499937026012384e-126	-0.3093621437374231	1.8860068578920172e-120
coding_cov	chrX_hap2	0.007440171624797373	0.5238263582033398	-0.0031361004854445814	0.7881671258596104
