track	chrom	spearman_rho	spearman_p	pearson_r	pearson_p
gc	chr10_hap1	-0.6028298823341682	0.0	-0.5825615431217682	0.0
gc	chr11_hap1	-0.6957316390815691	0.0	-0.6905804324420677	0.0
gc	chr12_hap1	-0.7201808807188916	0.0	-0.7091379992341071	0.0
gc	chr13_hap1	-0.5855489015640937	0.0	-0.6220476438235948	0.0
gc	chr14_hap1	-0.6256163642200221	0.0	-0.5911674212674826	0.0
gc	chr15_hap1	-0.4737812924150009	0.0	-0.4569317051687005	0.0
gc	chr16_hap1	-0.6434330104101161	0.0	-0.6139203396709001	0.0
gc	chr17_hap1	-0.5667041524833705	0.0	-0.5621874851066259	0.0
gc	chr18_hap1	-0.6177029199418839	0.0	-0.602236141654004	0.0
gc	chr19_hap1	-0.6517717206774256	0.0	-0.5857529589095123	0.0
gc	chr1_hap1	-0.6611215562480975	0.0	-0.636672292983074	0.0
gc	chr20_hap1	-0.6186970994724836	0.0	-0.5958921916965226	0.0
gc	chr21_hap1	-0.6923227159246883	0.0	-0.7199779246874456	0.0
gc	chr22_hap1	-0.4013030267878212	1.0072204394357296e-131	-0.27401517259364777	1.3228731714905966e-59
gc	chr2_hap1	-0.5947299082610231	0.0	-0.5777062436343231	0.0
gc	chr3_hap1	-0.5927698795137212	0.0	-0.6112335731488658	0.0
gc	chr4_hap1	-0.5835300550717918	0.0	-0.5978499803934053	0.0
gc	chr5_hap1	-0.6008487070037982	0.0	-0.6028015109365757	0.0
gc	chr6_hap1	-0.6125634337936996	0.0	-0.5998278116941075	0.0
gc	chr7_hap1	-0.7190295965493136	0.0	-0.7086802617274948	0.0
gc	chr8_hap1	-0.6455957328140709	0.0	-0.6254578784491598	0.0
gc	chr9_hap1	-0.6456644257155342	0.0	-0.6548391910359468	0.0
gc	chrX_hap1	0.07673754434291065	1.3340863856216227e-20	0.07032055261322487	1.5241908405762706e-17
